sku_id,category,storage_temperature,shelf_life_days,unit_price_rmb,abc_class,near_expiry_managed,batch_tracking_required,hazardous_or_controlled_flag,unit_volume_liters,unit_weight_kg,manufacturer_id
SKU_00634,Health_Supplements,ambient,518,9.39,C,True,True,False,0.638,1.119,MFG_024
SKU_00635,Medical_Devices,ambient,534,39.21,B,False,False,False,1.678,0.02,MFG_060
SKU_00636,Medical_Devices,ambient,488,2.54,B,True,False,False,1.306,0.644,MFG_032
SKU_00637,Medical_Devices,ambient,793,13.63,C,True,False,False,0.464,0.714,MFG_029
SKU_00638,Health_Supplements,cool,730,3.17,C,True,True,False,1.281,0.763,MFG_029
SKU_00639,Medical_Devices,ambient,561,30.23,A,False,True,False,1.507,1.113,MFG_027
SKU_00640,Health_Supplements,cool,646,2.32,C,True,False,False,1.959,1.362,MFG_024
SKU_00641,Western_Medicine,ambient,734,10.33,A,True,True,False,0.21,0.347,MFG_093
SKU_00642,TCM,cold,365,11.78,C,False,True,False,1.513,0.56,MFG_082
SKU_00643,TCM,cool,718,12.74,C,False,False,False,1.705,0.476,MFG_003
SKU_00644,TCM,cold,290,31.63,C,False,True,False,0.212,1.01,MFG_076
SKU_00645,Medical_Devices,ambient,365,55.5,C,False,True,False,0.963,0.145,MFG_092
SKU_00646,Western_Medicine,ambient,423,8.57,C,True,True,False,1.671,0.426,MFG_020
SKU_00647,Medical_Devices,cold,365,59.07,C,True,True,False,0.718,1.123,MFG_097
SKU_00648,Medical_Devices,ambient,787,6.37,A,False,True,False,1.036,1.02,MFG_072
SKU_00649,Western_Medicine,cold,365,37.05,B,False,True,True,0.501,0.685,MFG_044
SKU_00650,Western_Medicine,cool,730,36.2,A,False,False,False,0.861,0.629,MFG_060
SKU_00651,Western_Medicine,cool,180,52.79,C,True,False,False,0.544,0.916,MFG_002
SKU_00652,Western_Medicine,cold,365,12.58,C,True,True,False,1.141,0.08,MFG_021
SKU_00653,TCM,ambient,710,117.57,C,False,True,False,1.962,1.046,MFG_027
SKU_00654,Medical_Devices,ambient,532,65.51,A,False,True,False,1.197,0.898,MFG_069
SKU_00655,Health_Supplements,cool,713,25.94,C,True,False,False,1.545,1.028,MFG_015
SKU_00656,Western_Medicine,cold,365,92.97,B,False,True,False,0.911,0.02,MFG_016
SKU_00657,TCM,cool,730,10.83,C,True,False,False,0.208,0.037,MFG_036
SKU_00658,Health_Supplements,cold,365,6.66,B,False,True,True,1.199,1.472,MFG_069
SKU_00659,Western_Medicine,cold,267,29.9,C,True,True,False,0.564,0.17,MFG_020
SKU_00660,Medical_Devices,cool,730,4.39,B,True,False,False,0.284,1.473,MFG_013
SKU_00661,TCM,cold,219,92.64,B,True,True,False,1.941,1.374,MFG_051
SKU_00662,TCM,cool,730,13.92,B,True,False,False,1.878,0.089,MFG_060
SKU_00663,TCM,cool,730,21.45,A,True,False,False,0.968,0.029,MFG_094
SKU_00664,Medical_Devices,ambient,365,27.06,C,True,True,False,0.431,0.324,MFG_084
SKU_00665,TCM,cool,730,16.86,C,False,False,False,1.29,1.171,MFG_051
SKU_00666,Medical_Devices,ambient,622,31.62,C,False,True,False,1.535,1.118,MFG_081
SKU_00667,TCM,cold,365,22.32,B,False,True,True,0.605,0.212,MFG_012
SKU_00668,TCM,frozen,523,7.05,B,False,True,False,1.297,0.538,MFG_030
SKU_00669,Western_Medicine,ambient,535,29.52,B,True,False,False,1.375,1.215,MFG_043
SKU_00670,TCM,ambient,649,100.56,B,False,False,True,1.089,1.362,MFG_066
SKU_00671,TCM,ambient,816,22.2,B,False,False,False,0.775,1.226,MFG_047
SKU_00672,Western_Medicine,cold,365,21.34,A,False,True,False,1.301,0.349,MFG_002
SKU_00673,TCM,cold,355,97.31,C,False,True,False,1.697,0.035,MFG_083
SKU_00674,Medical_Devices,cool,730,5.4,B,True,True,False,0.591,0.23,MFG_023
SKU_00675,TCM,ambient,451,25.33,A,False,False,False,0.089,1.361,MFG_093
SKU_00676,TCM,ambient,365,83.12,A,False,False,False,1.979,0.074,MFG_080
SKU_00677,Medical_Devices,ambient,986,84.65,C,False,False,False,0.853,0.924,MFG_021
SKU_00678,Western_Medicine,ambient,891,68.12,B,True,True,False,0.378,0.83,MFG_089
SKU_00679,Health_Supplements,ambient,365,64.84,C,False,False,False,0.502,0.468,MFG_053
SKU_00680,Medical_Devices,ambient,933,1.35,A,False,True,False,0.423,0.884,MFG_083
SKU_00681,Western_Medicine,cold,226,2.76,C,False,True,True,0.117,0.274,MFG_092
SKU_00682,Western_Medicine,cool,730,22.68,C,False,False,False,1.94,0.455,MFG_062
SKU_00683,TCM,ambient,690,76.0,C,False,False,False,0.712,0.646,MFG_072
SKU_00684,TCM,cool,564,83.0,C,False,False,False,1.054,1.108,MFG_044
SKU_00685,Western_Medicine,cool,677,8.87,C,False,True,False,0.908,0.397,MFG_037
SKU_00686,Medical_Devices,ambient,365,1.33,C,True,False,False,0.34,0.43,MFG_088
SKU_00687,Western_Medicine,ambient,980,12.11,C,True,False,False,0.725,1.048,MFG_063
SKU_00688,Medical_Devices,ambient,392,17.48,C,False,True,False,1.799,1.169,MFG_045
SKU_00689,Medical_Devices,cool,634,26.66,A,False,True,False,0.231,0.14,MFG_089
SKU_00690,TCM,cold,316,1.37,B,False,True,False,1.448,0.336,MFG_020
SKU_00691,Health_Supplements,ambient,569,44.03,C,False,False,False,1.056,1.372,MFG_071
SKU_00692,Medical_Devices,ambient,1078,36.91,C,False,True,False,1.638,0.372,MFG_016
SKU_00693,TCM,ambient,365,68.03,C,False,True,False,1.335,0.42,MFG_013
SKU_00694,TCM,ambient,536,40.44,C,False,False,False,1.687,0.012,MFG_065
SKU_00695,TCM,cold,240,166.7,C,False,True,False,1.214,0.224,MFG_010
SKU_00696,TCM,cool,730,3.67,B,False,False,False,0.847,1.265,MFG_090
SKU_00697,Medical_Devices,cold,365,10.64,C,True,True,False,0.687,0.202,MFG_030
SKU_00698,Western_Medicine,ambient,365,25.95,A,True,True,True,1.387,1.457,MFG_022
SKU_00699,TCM,cool,231,10.6,B,True,True,False,1.3,0.542,MFG_047
SKU_00700,Western_Medicine,cold,365,43.96,C,False,True,False,1.344,1.098,MFG_028
SKU_00701,Western_Medicine,ambient,365,4.74,B,True,False,False,1.326,0.565,MFG_030
SKU_00702,Health_Supplements,ambient,365,20.55,C,False,False,False,0.622,1.061,MFG_015
SKU_00703,Medical_Devices,cold,365,40.1,C,False,True,False,1.306,1.024,MFG_069
SKU_00704,Western_Medicine,ambient,365,61.75,C,False,True,False,1.18,0.946,MFG_003
SKU_00705,Western_Medicine,ambient,1061,3.69,C,False,False,False,1.26,0.765,MFG_013
SKU_00706,Medical_Devices,ambient,365,136.48,C,True,False,False,1.794,0.617,MFG_093
SKU_00707,Western_Medicine,cold,264,96.15,C,False,True,False,1.266,0.261,MFG_090
SKU_00708,TCM,cool,478,5.1,B,False,False,False,0.441,0.102,MFG_010
SKU_00709,TCM,cold,365,14.71,C,False,True,False,1.936,1.235,MFG_010
SKU_00710,Western_Medicine,ambient,716,10.94,C,True,True,False,0.866,0.264,MFG_045
SKU_00711,TCM,ambient,858,39.56,A,False,True,False,0.361,1.189,MFG_061
SKU_00712,Western_Medicine,cold,329,141.25,A,False,True,False,0.728,0.633,MFG_058
SKU_00713,Medical_Devices,cold,365,14.73,C,True,True,False,0.272,0.321,MFG_021
SKU_00714,Health_Supplements,frozen,381,11.37,C,False,True,False,0.808,0.017,MFG_076
SKU_00715,TCM,ambient,757,99.21,C,False,False,False,0.525,0.651,MFG_066
SKU_00716,Medical_Devices,ambient,466,29.85,C,False,False,False,0.896,0.567,MFG_066
SKU_00717,Western_Medicine,ambient,537,160.32,C,False,True,False,1.31,0.889,MFG_095
SKU_00718,Medical_Devices,ambient,578,9.67,C,False,True,False,1.015,1.031,MFG_030
SKU_00719,TCM,ambient,365,116.42,C,True,False,False,1.922,0.87,MFG_062
SKU_00720,Health_Supplements,ambient,862,19.88,A,False,False,False,1.3,0.2,MFG_096
SKU_00721,TCM,ambient,365,21.47,C,False,True,False,0.103,1.028,MFG_092
SKU_00722,Western_Medicine,ambient,665,88.11,C,False,True,False,1.494,0.056,MFG_041
SKU_00723,TCM,ambient,365,44.48,B,False,False,False,0.118,0.644,MFG_062
SKU_00724,Health_Supplements,ambient,416,26.79,C,False,False,False,0.418,1.211,MFG_038
SKU_00725,TCM,ambient,693,69.89,C,False,True,False,1.281,0.229,MFG_002
SKU_00726,TCM,cool,640,32.96,B,False,True,False,0.926,1.468,MFG_062
SKU_00727,TCM,ambient,1030,58.15,C,False,False,False,0.584,1.249,MFG_060
SKU_00728,Western_Medicine,cool,248,43.66,A,False,False,True,0.448,0.378,MFG_055
SKU_00729,TCM,ambient,518,39.79,C,False,False,False,1.347,0.538,MFG_021
SKU_00730,Western_Medicine,cool,730,21.29,A,False,False,False,0.672,0.144,MFG_062
SKU_00731,Western_Medicine,ambient,663,8.58,B,False,False,False,0.842,0.482,MFG_060
SKU_00732,Western_Medicine,cold,365,6.96,A,True,True,False,0.41,0.648,MFG_024
SKU_00733,Health_Supplements,ambient,557,121.11,B,True,False,False,1.119,0.657,MFG_029
SKU_00734,TCM,cool,730,23.91,C,False,True,False,1.639,0.296,MFG_030
SKU_00735,Medical_Devices,cold,365,16.43,C,True,True,False,0.659,0.89,MFG_051
SKU_00736,TCM,ambient,942,17.22,B,True,False,False,1.758,0.505,MFG_003
SKU_00737,Western_Medicine,cool,730,88.95,B,False,False,False,1.806,0.044,MFG_012
SKU_00738,Health_Supplements,cool,355,39.41,C,False,False,False,1.095,0.347,MFG_063
SKU_00739,Health_Supplements,cool,730,92.29,C,False,False,False,0.635,0.333,MFG_001
SKU_00740,Medical_Devices,cold,365,52.11,A,True,True,False,0.65,0.033,MFG_054
SKU_00741,TCM,cool,730,8.41,A,False,True,False,1.523,1.006,MFG_021
SKU_00742,Western_Medicine,ambient,776,168.01,A,True,True,False,1.976,0.708,MFG_095
SKU_00743,Western_Medicine,ambient,852,3.32,B,True,False,False,0.461,0.039,MFG_097
SKU_00744,TCM,ambient,459,31.45,B,False,True,False,1.072,0.189,MFG_060
SKU_00745,Western_Medicine,ambient,365,13.44,C,False,True,False,0.19,1.24,MFG_001
SKU_00746,Medical_Devices,ambient,673,14.2,A,True,True,False,1.899,0.059,MFG_008
SKU_00747,TCM,cold,365,131.76,C,False,True,True,1.726,0.428,MFG_026
SKU_00748,Medical_Devices,ambient,365,27.22,C,False,False,False,1.154,1.284,MFG_062
SKU_00749,TCM,cold,365,67.49,B,True,True,False,0.455,0.805,MFG_015
SKU_00750,Medical_Devices,ambient,365,10.66,B,False,False,False,1.599,0.699,MFG_013
SKU_00751,TCM,cold,133,41.63,A,True,True,False,0.546,0.759,MFG_008
SKU_00752,Western_Medicine,cool,730,49.44,C,True,False,False,0.596,0.453,MFG_001
SKU_00753,Medical_Devices,cold,196,18.41,C,False,True,False,0.478,0.272,MFG_087
SKU_00754,Western_Medicine,ambient,432,59.85,B,True,True,True,1.674,0.175,MFG_075
SKU_00755,TCM,ambient,494,11.16,C,False,False,False,0.131,0.877,MFG_044
SKU_00756,Western_Medicine,ambient,365,173.42,A,True,False,False,0.409,0.6,MFG_063
SKU_00757,Medical_Devices,ambient,683,58.73,C,False,False,True,1.945,0.443,MFG_015
SKU_00758,Medical_Devices,ambient,1058,112.98,C,False,False,False,1.323,1.125,MFG_072
SKU_00759,Western_Medicine,cold,327,25.2,C,True,True,False,1.476,0.974,MFG_027
SKU_00760,TCM,cold,365,20.09,B,False,True,False,0.451,0.7,MFG_060
SKU_00761,Western_Medicine,ambient,365,106.59,C,False,True,False,0.818,0.389,MFG_062
SKU_00762,Western_Medicine,cool,730,2.81,C,True,False,False,1.041,0.564,MFG_009
SKU_00763,TCM,ambient,862,8.25,C,False,True,False,1.326,0.394,MFG_001
SKU_00764,Health_Supplements,ambient,365,10.36,C,False,True,False,0.438,0.675,MFG_053
SKU_00765,TCM,cold,364,220.85,B,False,True,False,1.581,1.029,MFG_028
SKU_00766,Western_Medicine,cold,365,15.77,A,False,True,False,1.182,1.189,MFG_089
SKU_00767,Medical_Devices,ambient,792,220.85,C,False,False,False,1.625,0.16,MFG_063
SKU_00768,TCM,ambient,799,112.17,C,False,False,False,1.12,0.998,MFG_072
SKU_00769,Western_Medicine,ambient,365,6.1,C,True,True,False,0.596,0.558,MFG_066
SKU_00770,TCM,ambient,517,68.49,C,False,True,False,0.532,0.269,MFG_054
SKU_00771,Medical_Devices,cool,385,20.19,A,False,True,False,1.533,0.979,MFG_033
SKU_00772,Western_Medicine,ambient,391,6.65,B,True,True,False,1.219,1.273,MFG_045
SKU_00773,Western_Medicine,ambient,913,43.23,C,True,False,False,0.223,0.119,MFG_082
SKU_00774,Medical_Devices,cool,730,58.63,C,False,False,False,0.512,0.156,MFG_027
SKU_00775,Western_Medicine,ambient,625,53.43,C,False,True,False,1.405,0.615,MFG_032
SKU_00776,Medical_Devices,cold,365,78.03,C,False,True,False,0.944,0.479,MFG_082
SKU_00777,Western_Medicine,ambient,472,11.14,B,True,True,False,1.235,0.468,MFG_088
SKU_00778,Medical_Devices,cool,324,2.08,B,False,False,False,0.245,0.538,MFG_024
SKU_00779,Medical_Devices,cold,365,69.45,C,False,True,False,0.315,0.438,MFG_001
SKU_00780,Health_Supplements,ambient,606,8.63,B,False,False,False,1.012,1.452,MFG_089
SKU_00781,Western_Medicine,ambient,579,11.56,C,False,False,False,0.2,1.078,MFG_061
SKU_00782,Western_Medicine,ambient,365,133.98,C,False,True,False,1.724,0.506,MFG_042
SKU_00783,TCM,ambient,652,7.54,C,True,False,False,1.367,0.512,MFG_002
SKU_00784,Health_Supplements,frozen,730,16.6,B,False,True,False,0.938,0.709,MFG_082
SKU_00785,TCM,ambient,365,141.13,C,True,True,False,0.512,0.012,MFG_001
SKU_00786,TCM,cool,730,4.32,A,False,True,False,1.385,0.07,MFG_001
SKU_00787,Western_Medicine,ambient,584,36.04,C,False,False,False,1.098,0.281,MFG_082
SKU_00788,TCM,cool,297,4.39,C,True,True,False,0.256,0.486,MFG_032
SKU_00789,Medical_Devices,ambient,365,6.24,C,False,True,False,1.114,0.6,MFG_002
SKU_00790,Medical_Devices,cool,688,12.09,C,False,True,False,0.285,1.023,MFG_047
SKU_00791,Western_Medicine,cold,365,42.66,C,False,True,True,1.765,1.059,MFG_013
SKU_00792,Medical_Devices,cold,209,110.83,A,True,True,False,1.669,0.536,MFG_082
SKU_00793,Western_Medicine,ambient,684,26.14,A,False,True,False,0.333,0.935,MFG_029
SKU_00794,TCM,ambient,643,75.42,B,False,True,False,1.768,0.808,MFG_029
SKU_00795,Health_Supplements,ambient,365,21.43,A,True,True,False,1.414,0.634,MFG_027
SKU_00796,TCM,cool,249,5.2,C,False,False,False,1.196,0.331,MFG_100
SKU_00797,Western_Medicine,cold,143,22.22,C,True,True,False,1.814,0.69,MFG_060
SKU_00798,Medical_Devices,cool,180,8.72,B,False,True,False,0.323,0.928,MFG_035
SKU_00799,Western_Medicine,ambient,569,17.44,C,True,True,False,0.728,1.405,MFG_083
SKU_00800,Medical_Devices,ambient,555,31.82,B,False,False,False,0.691,0.686,MFG_001
SKU_00801,Medical_Devices,ambient,622,6.35,C,True,False,False,0.139,0.482,MFG_060
SKU_00802,Medical_Devices,ambient,954,5.92,B,True,True,False,0.218,0.736,MFG_082
SKU_00803,Health_Supplements,ambient,480,2.05,C,True,False,False,1.536,1.458,MFG_093
SKU_00804,Medical_Devices,cold,365,18.54,A,False,True,False,1.967,0.825,MFG_001
SKU_00805,Medical_Devices,ambient,365,53.37,A,False,True,False,0.504,0.468,MFG_021
SKU_00806,TCM,cool,203,5.83,B,True,True,False,0.044,0.607,MFG_081
SKU_00807,TCM,ambient,992,51.04,C,True,True,False,1.697,0.647,MFG_043
SKU_00808,Western_Medicine,cool,730,36.54,C,False,False,False,0.101,0.816,MFG_017
SKU_00809,Western_Medicine,cool,730,23.28,C,True,False,False,0.69,0.696,MFG_054
SKU_00810,Health_Supplements,cool,730,13.37,B,False,True,False,0.825,0.614,MFG_017
SKU_00811,Medical_Devices,cool,658,3.7,B,True,True,False,1.077,1.42,MFG_094
SKU_00812,Western_Medicine,ambient,365,169.61,B,True,True,False,0.774,0.212,MFG_026
SKU_00813,Medical_Devices,ambient,1071,12.41,C,False,False,False,0.179,0.298,MFG_070
SKU_00814,TCM,ambient,621,23.26,C,False,True,False,0.917,0.585,MFG_008
SKU_00815,Western_Medicine,cold,365,14.18,B,False,True,False,1.817,1.094,MFG_063
SKU_00816,Western_Medicine,ambient,589,11.85,C,True,False,False,0.395,1.173,MFG_026
SKU_00817,TCM,ambient,956,21.21,B,False,False,False,1.851,1.219,MFG_090
SKU_00818,Medical_Devices,cold,125,3.53,C,False,True,False,1.191,1.116,MFG_083
SKU_00819,Western_Medicine,ambient,712,55.17,C,True,True,False,1.461,0.6,MFG_006
SKU_00820,TCM,cool,192,29.2,C,True,False,False,0.422,0.694,MFG_053
SKU_00821,Medical_Devices,cool,500,4.0,C,False,False,False,0.737,0.913,MFG_050
SKU_00822,TCM,ambient,928,7.5,C,True,False,False,1.109,1.45,MFG_082
SKU_00823,TCM,cool,501,94.6,C,False,False,True,1.73,1.326,MFG_020
SKU_00824,Western_Medicine,cool,730,16.67,C,True,False,False,0.997,0.714,MFG_093
SKU_00825,Health_Supplements,cold,365,119.35,C,False,True,False,1.221,0.128,MFG_062
SKU_00826,Western_Medicine,cold,365,36.73,B,True,True,False,1.036,1.137,MFG_015
SKU_00827,TCM,frozen,331,10.31,B,False,True,False,1.261,1.15,MFG_028
SKU_00828,Western_Medicine,ambient,818,43.07,C,True,True,False,1.84,0.904,MFG_012
SKU_00829,Medical_Devices,ambient,524,10.25,B,True,False,False,1.749,1.323,MFG_028
SKU_00830,TCM,cold,353,6.74,C,False,True,False,1.121,0.563,MFG_016
SKU_00831,Western_Medicine,ambient,868,10.11,C,True,False,False,1.772,0.028,MFG_093
SKU_00832,TCM,frozen,721,2.71,C,False,True,False,0.46,1.478,MFG_067
SKU_00833,Western_Medicine,cool,730,2.66,C,True,False,False,0.977,1.358,MFG_036
SKU_00834,Medical_Devices,cool,693,89.93,B,True,False,False,1.015,1.106,MFG_069
SKU_00835,Western_Medicine,ambient,365,13.48,C,False,False,False,0.358,0.347,MFG_080
SKU_00836,Western_Medicine,ambient,554,56.27,A,True,False,False,1.435,0.448,MFG_015
SKU_00837,Western_Medicine,ambient,370,3.25,B,True,False,False,0.373,1.096,MFG_093
SKU_00838,Western_Medicine,ambient,593,17.13,B,True,True,False,0.485,1.142,MFG_017
SKU_00839,Health_Supplements,cold,365,3.82,B,True,True,False,1.014,0.6,MFG_043
SKU_00840,Medical_Devices,frozen,504,4.0,B,True,True,False,0.83,1.415,MFG_067
SKU_00841,Western_Medicine,ambient,365,32.84,C,False,True,False,1.893,0.604,MFG_035
SKU_00842,TCM,cold,214,103.33,C,True,True,False,0.417,0.831,MFG_043
SKU_00843,TCM,ambient,433,9.23,B,False,False,False,0.62,1.355,MFG_033
SKU_00844,Medical_Devices,cold,189,15.11,B,False,True,False,1.013,0.345,MFG_001
SKU_00845,Health_Supplements,cool,717,1.59,C,False,False,False,0.912,1.335,MFG_027
SKU_00846,Western_Medicine,cool,730,1.36,B,True,False,False,0.728,1.031,MFG_001
SKU_00847,Western_Medicine,cold,365,14.2,C,False,True,False,0.941,0.534,MFG_090
SKU_00848,Western_Medicine,cold,121,51.42,C,False,True,False,0.124,0.918,MFG_046
SKU_00849,TCM,cool,730,46.4,C,False,False,False,0.839,0.018,MFG_044
SKU_00850,TCM,cool,730,14.01,B,False,False,False,0.214,0.062,MFG_007
SKU_00851,Western_Medicine,cool,337,1.71,B,False,False,False,0.221,1.365,MFG_081
SKU_00852,Western_Medicine,ambient,1000,35.37,C,True,True,False,0.043,1.199,MFG_100
SKU_00853,Health_Supplements,ambient,365,4.33,B,False,False,False,0.56,0.254,MFG_054
SKU_00854,Medical_Devices,ambient,690,83.76,C,False,False,False,1.878,0.013,MFG_023
SKU_00855,TCM,cold,365,22.64,C,False,True,False,1.582,0.363,MFG_092
SKU_00856,TCM,cool,489,28.8,C,False,False,True,0.336,1.137,MFG_060
SKU_00857,Western_Medicine,ambient,436,56.0,C,False,False,False,0.927,0.355,MFG_095
SKU_00858,Medical_Devices,ambient,745,102.85,C,True,True,False,0.986,0.934,MFG_006
SKU_00859,Medical_Devices,cool,730,9.73,C,False,False,True,1.224,0.037,MFG_002
SKU_00860,Western_Medicine,ambient,369,2.03,A,True,False,False,0.217,0.152,MFG_002
SKU_00861,Western_Medicine,cold,365,2.32,B,True,True,False,0.53,1.06,MFG_029
SKU_00862,Health_Supplements,ambient,871,9.85,C,False,False,False,0.389,0.913,MFG_089
SKU_00863,TCM,cool,730,25.95,C,False,False,False,0.063,0.31,MFG_010
SKU_00864,TCM,ambient,451,19.5,C,False,False,False,0.975,0.117,MFG_066
SKU_00865,Medical_Devices,cool,450,76.05,C,False,False,False,0.457,0.582,MFG_035
SKU_00866,TCM,ambient,422,121.99,C,False,False,False,0.999,0.014,MFG_093
SKU_00867,Western_Medicine,cold,365,22.91,B,False,True,False,1.193,0.854,MFG_070
SKU_00868,Western_Medicine,ambient,638,3.63,B,True,True,False,1.764,1.202,MFG_029
SKU_00869,Health_Supplements,ambient,365,75.89,B,False,True,False,1.026,0.74,MFG_083
SKU_00870,TCM,ambient,718,17.28,B,False,False,True,0.062,0.306,MFG_013
SKU_00871,TCM,cold,365,5.56,B,False,True,False,0.438,0.79,MFG_062
SKU_00872,Medical_Devices,ambient,449,2.74,C,True,True,False,0.626,0.084,MFG_093
SKU_00873,Western_Medicine,cool,456,16.45,C,True,False,False,1.073,0.83,MFG_020
SKU_00874,Medical_Devices,cool,730,8.68,C,True,False,False,0.29,1.102,MFG_096
SKU_00875,TCM,cool,297,164.77,C,False,False,False,0.473,0.541,MFG_029
SKU_00876,TCM,ambient,365,4.95,C,False,True,False,1.304,0.8,MFG_003
SKU_00877,Western_Medicine,ambient,650,124.22,B,True,False,False,1.915,1.339,MFG_020
SKU_00878,Medical_Devices,ambient,417,76.43,C,True,True,False,0.783,0.132,MFG_002
SKU_00879,Western_Medicine,ambient,587,1.37,B,False,True,False,1.148,1.022,MFG_044
SKU_00880,Western_Medicine,ambient,737,34.62,C,False,True,False,1.114,0.319,MFG_021
SKU_00881,Western_Medicine,cool,268,6.34,C,True,True,False,0.564,0.014,MFG_084
SKU_00882,Medical_Devices,cool,521,2.59,C,True,False,False,0.833,1.085,MFG_047
SKU_00883,Western_Medicine,ambient,997,3.43,C,False,False,True,0.176,0.744,MFG_026
SKU_00884,TCM,cool,730,2.06,A,True,False,False,0.461,0.953,MFG_007
SKU_00885,TCM,cool,336,21.24,C,True,True,False,1.215,1.469,MFG_041
SKU_00886,TCM,cool,273,73.45,C,False,False,True,0.281,1.011,MFG_076
SKU_00887,TCM,cool,641,21.53,C,False,False,False,0.495,1.447,MFG_087
SKU_00888,TCM,cold,121,21.68,B,True,True,False,0.099,0.546,MFG_028
SKU_00889,Medical_Devices,ambient,876,8.03,B,True,False,False,0.047,0.135,MFG_051
SKU_00890,Medical_Devices,ambient,481,12.42,C,False,True,False,0.034,0.763,MFG_043
SKU_00891,Western_Medicine,ambient,365,12.46,C,False,False,False,0.698,0.196,MFG_089
SKU_00892,TCM,ambient,365,127.09,B,False,False,False,0.841,0.707,MFG_035
SKU_00893,Western_Medicine,cool,409,2.06,C,True,False,False,1.51,0.919,MFG_012
SKU_00894,Western_Medicine,cold,300,31.19,C,False,True,False,0.628,0.476,MFG_072
SKU_00895,TCM,cold,292,16.96,C,False,True,False,1.687,0.112,MFG_060
SKU_00896,Health_Supplements,ambient,783,12.28,A,False,True,False,0.446,0.382,MFG_054
SKU_00897,Western_Medicine,ambient,956,63.95,C,True,False,False,1.177,0.684,MFG_093
SKU_00898,Western_Medicine,ambient,825,14.21,C,True,True,False,0.803,1.334,MFG_063
SKU_00899,Health_Supplements,frozen,730,62.16,C,False,True,False,1.726,0.902,MFG_087
SKU_00900,Medical_Devices,ambient,621,9.54,B,False,True,False,1.287,0.35,MFG_098
SKU_00901,Medical_Devices,ambient,453,36.27,C,False,False,False,1.611,0.902,MFG_013
SKU_00902,Western_Medicine,ambient,486,9.14,C,False,False,True,1.564,0.594,MFG_012
SKU_00903,TCM,ambient,721,14.74,B,True,True,False,1.278,0.22,MFG_060
SKU_00904,Medical_Devices,ambient,730,69.79,C,True,True,False,0.378,0.673,MFG_035
SKU_00905,Medical_Devices,ambient,978,181.99,C,False,True,False,0.8,0.334,MFG_072
SKU_00906,Health_Supplements,cool,203,32.54,C,True,True,False,0.133,1.179,MFG_042
SKU_00907,Western_Medicine,ambient,382,1.6,C,False,False,False,1.099,0.92,MFG_095
SKU_00908,TCM,ambient,601,64.75,A,False,False,False,0.408,0.315,MFG_071
SKU_00909,Medical_Devices,cool,401,7.92,A,False,True,False,0.862,0.891,MFG_030
SKU_00910,TCM,cool,343,98.1,C,False,True,False,0.383,1.315,MFG_033
SKU_00911,Western_Medicine,ambient,613,25.23,C,False,True,False,1.121,1.142,MFG_046
SKU_00912,Western_Medicine,cool,576,34.67,C,False,True,False,1.302,0.715,MFG_001
SKU_00913,Western_Medicine,cool,376,24.02,A,False,True,False,1.442,0.405,MFG_001
SKU_00914,TCM,ambient,365,67.96,C,False,False,False,0.712,0.553,MFG_050
SKU_00915,Western_Medicine,ambient,377,13.55,C,False,False,False,0.828,1.274,MFG_026
SKU_00916,Western_Medicine,ambient,933,2.47,B,True,True,True,1.879,0.351,MFG_025
SKU_00917,TCM,cold,248,50.35,C,False,True,False,0.951,0.162,MFG_054
SKU_00918,Medical_Devices,ambient,781,94.97,C,True,False,False,1.864,0.276,MFG_084
SKU_00919,Medical_Devices,cool,513,4.74,C,True,False,True,0.052,1.454,MFG_053
SKU_00920,Medical_Devices,cool,413,46.34,B,True,True,False,0.92,0.564,MFG_053
SKU_00921,TCM,ambient,530,2.25,C,False,True,False,0.388,0.692,MFG_092
SKU_00922,Western_Medicine,cold,365,91.66,C,False,True,False,1.554,0.8,MFG_042
SKU_00923,TCM,ambient,740,110.81,A,True,True,False,1.19,0.012,MFG_021
SKU_00924,Medical_Devices,ambient,365,5.8,B,False,True,False,1.437,0.031,MFG_027
SKU_00925,Medical_Devices,ambient,616,31.4,C,False,False,False,1.181,0.311,MFG_046
SKU_00926,Western_Medicine,ambient,662,4.42,B,True,False,False,1.715,0.753,MFG_050
SKU_00927,Western_Medicine,ambient,365,110.43,C,False,True,True,1.791,1.027,MFG_024
SKU_00928,Health_Supplements,ambient,365,88.61,C,True,False,False,1.438,1.197,MFG_083
SKU_00929,Medical_Devices,cool,730,26.37,C,True,True,False,1.746,0.333,MFG_054
SKU_00930,Western_Medicine,cool,730,49.48,B,True,True,False,0.448,0.554,MFG_043
SKU_00931,Western_Medicine,frozen,621,73.11,C,True,True,False,0.307,0.63,MFG_093
SKU_00932,TCM,ambient,638,58.58,C,False,True,False,0.77,0.549,MFG_047
SKU_00933,Medical_Devices,ambient,511,69.49,C,True,False,False,1.652,0.827,MFG_097
SKU_00934,Medical_Devices,ambient,365,10.74,C,False,True,False,0.341,1.042,MFG_020
SKU_00935,Western_Medicine,ambient,553,9.09,B,False,False,False,1.502,0.348,MFG_093
SKU_00936,Medical_Devices,ambient,751,10.89,C,True,True,False,0.723,0.471,MFG_060
SKU_00937,TCM,cold,365,82.99,C,True,True,False,1.218,1.186,MFG_087
SKU_00938,Western_Medicine,cold,365,46.43,C,False,True,False,1.703,1.204,MFG_025
SKU_00939,Western_Medicine,cold,365,27.9,C,False,True,True,1.824,0.777,MFG_008
