customer_id,customer_type,province,city,urban_rural_flag,store_size,monthly_patient_volume,average_order_frequency_days,service_level_target,credit_tier,b2b_registered,active_status
CUST_00292,independent_pharmacy,Jiangsu,Nanjing,urban,small,778,11,0.956,C,True,active
CUST_00293,independent_pharmacy,Guangdong,Guangzhou,urban,small,164,26,0.905,C,True,active
CUST_00294,independent_pharmacy,Jiangsu,Wuxi,rural,small,830,24,0.911,B,True,active
CUST_00295,chain_pharmacy,Zhejiang,Ningbo,urban,small,3298,18,0.902,C,True,active
CUST_00296,independent_pharmacy,Guangdong,Dongguan,urban,small,487,23,0.958,B,True,active
CUST_00297,independent_pharmacy,Sichuan,Mianyang,urban,medium,8689,12,0.953,B,True,active
CUST_00298,independent_pharmacy,Henan,Zhengzhou,urban,medium,854,10,0.92,C,True,active
CUST_00299,independent_pharmacy,Zhejiang,Ningbo,rural,medium,5378,8,0.965,B,True,inactive
CUST_00300,public_hospital,Zhejiang,Hangzhou,rural,small,540,13,0.99,B,True,active
CUST_00301,independent_pharmacy,Jiangsu,Wuxi,urban,small,8460,12,0.953,B,True,active
CUST_00302,public_hospital,Hubei,Yichang,rural,medium,6714,13,0.989,C,True,active
CUST_00303,public_hospital,Guangdong,Shenzhen,urban,medium,733,10,0.916,B,True,active
CUST_00304,clinic,Shandong,Yantai,urban,small,2373,5,0.922,B,True,active
CUST_00305,independent_pharmacy,Hubei,Xiangyang,urban,small,164,29,0.912,C,True,active
CUST_00306,independent_pharmacy,Zhejiang,Ningbo,urban,medium,7143,10,0.967,B,True,active
CUST_00307,independent_pharmacy,Hubei,Wuhan,urban,medium,2431,11,0.919,D,True,active
CUST_00308,primary_healthcare,Hubei,Wuhan,rural,medium,244,9,0.936,B,True,active
CUST_00309,chain_pharmacy,Shandong,Qingdao,urban,small,249,13,0.936,B,True,inactive
CUST_00310,primary_healthcare,Jiangsu,Nanjing,urban,medium,6838,14,0.99,D,True,inactive
CUST_00311,clinic,Zhejiang,Hangzhou,urban,medium,3819,14,0.94,B,True,inactive
CUST_00312,independent_pharmacy,Zhejiang,Wenzhou,urban,medium,653,15,0.952,B,True,active
CUST_00313,primary_healthcare,Hubei,Yichang,urban,medium,880,25,0.956,C,True,active
CUST_00314,chain_pharmacy,Shandong,Yantai,urban,small,7519,23,0.946,A,True,active
CUST_00315,primary_healthcare,Hubei,Yichang,rural,medium,2723,18,0.936,A,True,active
CUST_00316,independent_pharmacy,Sichuan,Deyang,urban,medium,3326,16,0.926,B,True,active
CUST_00317,independent_pharmacy,Sichuan,Deyang,urban,large,13410,11,0.97,B,True,active
CUST_00318,clinic,Guangdong,Shenzhen,urban,small,3867,11,0.906,B,True,active
CUST_00319,independent_pharmacy,Sichuan,Deyang,urban,medium,3140,13,0.943,D,True,active
CUST_00320,primary_healthcare,Shandong,Qingdao,urban,medium,707,18,0.971,C,True,active
CUST_00321,independent_pharmacy,Guangdong,Guangzhou,rural,medium,7662,11,0.96,D,True,active
CUST_00322,primary_healthcare,Zhejiang,Hangzhou,rural,medium,7107,6,0.939,B,True,active
CUST_00323,independent_pharmacy,Zhejiang,Ningbo,urban,small,1390,5,0.946,A,True,active
CUST_00324,independent_pharmacy,Guangdong,Shenzhen,urban,small,481,25,0.95,B,True,active
CUST_00325,independent_pharmacy,Hubei,Xiangyang,urban,small,251,23,0.907,C,True,active
CUST_00326,primary_healthcare,Zhejiang,Ningbo,rural,large,20409,5,0.981,A,True,active
CUST_00327,independent_pharmacy,Jiangsu,Wuxi,urban,small,499,27,0.93,C,True,active
CUST_00328,independent_pharmacy,Sichuan,Chengdu,urban,small,876,28,0.922,C,True,active
CUST_00329,chain_pharmacy,Guangdong,Guangzhou,urban,small,1037,16,0.913,B,True,active
CUST_00330,independent_pharmacy,Shandong,Qingdao,urban,small,580,11,0.929,C,True,active
CUST_00331,independent_pharmacy,Jiangsu,Nanjing,urban,small,960,24,0.923,B,True,active
CUST_00332,independent_pharmacy,Hubei,Xiangyang,urban,medium,2289,21,0.929,B,True,active
CUST_00333,clinic,Sichuan,Deyang,urban,medium,12257,5,0.984,B,True,active
CUST_00334,primary_healthcare,Jiangsu,Nanjing,rural,medium,7653,8,0.978,A,True,active
CUST_00335,chain_pharmacy,Hubei,Yichang,urban,medium,5051,9,0.974,C,True,active
CUST_00336,primary_healthcare,Sichuan,Mianyang,urban,medium,11686,6,0.946,C,True,active
CUST_00337,independent_pharmacy,Zhejiang,Wenzhou,urban,small,1987,24,0.907,A,True,active
CUST_00338,primary_healthcare,Sichuan,Deyang,rural,medium,4032,6,0.976,B,True,active
CUST_00339,independent_pharmacy,Hubei,Yichang,rural,medium,2472,16,0.968,B,True,active
CUST_00340,independent_pharmacy,Jiangsu,Suzhou,urban,small,1509,11,0.929,B,True,active
CUST_00341,independent_pharmacy,Guangdong,Dongguan,rural,small,167,14,0.953,C,True,active
CUST_00342,independent_pharmacy,Shandong,Yantai,rural,large,5459,13,0.925,C,True,active
CUST_00343,chain_pharmacy,Shandong,Qingdao,rural,medium,1934,15,0.93,D,True,active
CUST_00344,independent_pharmacy,Hubei,Yichang,urban,medium,8230,14,0.988,C,True,active
CUST_00345,independent_pharmacy,Henan,Zhengzhou,urban,small,849,11,0.964,C,True,active
CUST_00346,public_hospital,Shandong,Yantai,rural,small,2004,10,0.956,D,True,active
CUST_00347,independent_pharmacy,Zhejiang,Hangzhou,urban,small,573,12,0.936,D,True,active
CUST_00348,chain_pharmacy,Zhejiang,Ningbo,urban,medium,1556,6,0.983,C,True,active
CUST_00349,independent_pharmacy,Jiangsu,Nanjing,urban,small,1246,29,0.903,B,True,active
CUST_00350,independent_pharmacy,Zhejiang,Wenzhou,urban,small,980,24,0.91,C,True,active
CUST_00351,chain_pharmacy,Sichuan,Mianyang,urban,small,1275,12,0.983,B,True,active
CUST_00352,independent_pharmacy,Zhejiang,Hangzhou,rural,small,2693,17,0.907,B,True,active
CUST_00353,clinic,Zhejiang,Wenzhou,urban,small,375,15,0.961,B,True,active
CUST_00354,primary_healthcare,Sichuan,Mianyang,urban,medium,6862,11,0.956,B,True,active
CUST_00355,primary_healthcare,Jiangsu,Wuxi,urban,small,4490,11,0.981,A,True,active
CUST_00356,independent_pharmacy,Zhejiang,Ningbo,rural,medium,925,16,0.933,B,True,active
CUST_00357,chain_pharmacy,Jiangsu,Nanjing,rural,medium,5536,16,0.981,B,True,active
CUST_00358,primary_healthcare,Zhejiang,Ningbo,urban,medium,14183,7,0.957,B,True,active
CUST_00359,independent_pharmacy,Shandong,Yantai,urban,medium,8291,8,0.95,B,True,active
CUST_00360,independent_pharmacy,Zhejiang,Ningbo,urban,small,1800,21,0.934,B,True,active
CUST_00361,public_hospital,Shandong,Qingdao,urban,small,437,8,0.977,C,True,active
CUST_00362,primary_healthcare,Guangdong,Dongguan,rural,large,3378,5,0.982,C,True,active
CUST_00363,public_hospital,Zhejiang,Ningbo,urban,small,397,14,0.9,C,True,active
CUST_00364,independent_pharmacy,Zhejiang,Ningbo,rural,small,194,20,0.931,B,True,active
CUST_00365,primary_healthcare,Sichuan,Deyang,rural,medium,1734,21,0.915,C,True,active
CUST_00366,independent_pharmacy,Guangdong,Dongguan,urban,small,2088,23,0.927,C,True,active
CUST_00367,independent_pharmacy,Hubei,Yichang,urban,medium,4343,25,0.908,B,True,active
CUST_00368,independent_pharmacy,Guangdong,Shenzhen,urban,large,4067,13,0.914,B,True,inactive
CUST_00369,independent_pharmacy,Shandong,Jinan,urban,medium,239,11,0.903,A,True,active
CUST_00370,primary_healthcare,Guangdong,Shenzhen,urban,small,530,8,0.965,C,True,active
CUST_00371,independent_pharmacy,Hubei,Wuhan,urban,small,2794,12,0.94,B,True,active
CUST_00372,primary_healthcare,Shandong,Qingdao,urban,medium,26363,5,0.96,B,True,active
CUST_00373,chain_pharmacy,Jiangsu,Nanjing,urban,medium,6166,12,0.952,A,True,active
CUST_00374,independent_pharmacy,Zhejiang,Ningbo,urban,small,938,17,0.916,C,True,active
CUST_00375,chain_pharmacy,Shandong,Yantai,rural,small,553,15,0.909,B,True,active
CUST_00376,independent_pharmacy,Zhejiang,Ningbo,urban,medium,7313,20,0.955,A,True,active
CUST_00377,independent_pharmacy,Hubei,Wuhan,urban,medium,444,5,0.932,B,True,active
CUST_00378,primary_healthcare,Hubei,Xiangyang,urban,small,5845,9,0.931,B,True,inactive
CUST_00379,clinic,Hubei,Wuhan,rural,small,25365,4,0.955,A,True,active
CUST_00380,independent_pharmacy,Zhejiang,Ningbo,urban,medium,1837,18,0.91,A,True,active
CUST_00381,clinic,Guangdong,Dongguan,urban,medium,25626,9,0.953,B,True,active
CUST_00382,primary_healthcare,Guangdong,Dongguan,urban,small,1499,17,0.989,B,True,active
CUST_00383,independent_pharmacy,Jiangsu,Suzhou,urban,small,828,9,0.906,B,True,active
CUST_00384,independent_pharmacy,Hubei,Yichang,urban,medium,184,29,0.913,C,True,active
CUST_00385,chain_pharmacy,Guangdong,Dongguan,urban,medium,543,23,0.912,C,True,active
CUST_00386,primary_healthcare,Hubei,Yichang,urban,medium,11082,4,0.958,A,True,active
CUST_00387,independent_pharmacy,Hubei,Xiangyang,urban,medium,2300,17,0.926,C,True,active
CUST_00388,independent_pharmacy,Hubei,Yichang,urban,medium,13913,12,0.982,A,True,active
CUST_00389,public_hospital,Hubei,Yichang,urban,small,17066,8,0.991,B,True,active
CUST_00390,independent_pharmacy,Jiangsu,Wuxi,rural,small,192,26,0.935,C,True,active
CUST_00391,public_hospital,Hubei,Wuhan,urban,medium,12422,18,0.978,B,True,active
CUST_00392,clinic,Hubei,Xiangyang,urban,medium,4158,14,0.98,B,True,active
CUST_00393,independent_pharmacy,Sichuan,Deyang,rural,small,1094,21,0.909,A,True,active
CUST_00394,primary_healthcare,Shandong,Jinan,urban,medium,12201,18,0.954,B,True,active
CUST_00395,independent_pharmacy,Shandong,Yantai,urban,medium,298,21,0.921,B,True,active
CUST_00396,public_hospital,Zhejiang,Hangzhou,urban,medium,6777,6,0.953,B,True,active
CUST_00397,independent_pharmacy,Jiangsu,Nanjing,urban,small,1731,25,0.919,D,True,active
CUST_00398,primary_healthcare,Sichuan,Mianyang,urban,medium,14340,14,0.932,B,True,active
CUST_00399,public_hospital,Sichuan,Mianyang,rural,medium,8196,5,0.967,B,True,active
CUST_00400,independent_pharmacy,Guangdong,Guangzhou,urban,small,273,21,0.909,C,True,active
CUST_00401,chain_pharmacy,Guangdong,Dongguan,rural,small,2778,10,0.93,C,True,active
CUST_00402,primary_healthcare,Zhejiang,Ningbo,urban,small,2875,10,0.958,B,True,active
CUST_00403,primary_healthcare,Zhejiang,Ningbo,rural,medium,6940,16,0.958,A,True,active
CUST_00404,primary_healthcare,Guangdong,Guangzhou,urban,medium,10986,5,0.919,A,True,active
CUST_00405,independent_pharmacy,Sichuan,Deyang,urban,medium,9953,21,0.939,D,True,inactive
CUST_00406,primary_healthcare,Shandong,Qingdao,urban,medium,5768,17,0.958,B,True,active
CUST_00407,independent_pharmacy,Zhejiang,Ningbo,urban,medium,9438,9,0.906,C,True,active
CUST_00408,independent_pharmacy,Henan,Zhengzhou,rural,medium,664,24,0.908,B,True,active
CUST_00409,chain_pharmacy,Zhejiang,Wenzhou,urban,small,184,20,0.925,C,True,active
CUST_00410,independent_pharmacy,Zhejiang,Hangzhou,urban,medium,1135,25,0.958,C,True,active
CUST_00411,primary_healthcare,Zhejiang,Ningbo,urban,medium,5203,13,0.949,C,True,active
CUST_00412,chain_pharmacy,Jiangsu,Nanjing,rural,small,428,22,0.986,C,True,active
CUST_00413,independent_pharmacy,Zhejiang,Hangzhou,urban,medium,3142,16,0.958,B,True,active
CUST_00414,chain_pharmacy,Shandong,Jinan,rural,medium,191,16,0.923,B,True,active
CUST_00415,chain_pharmacy,Jiangsu,Wuxi,rural,medium,345,8,0.949,C,True,active
CUST_00416,independent_pharmacy,Jiangsu,Nanjing,urban,medium,925,25,0.902,B,True,active
CUST_00417,chain_pharmacy,Guangdong,Dongguan,urban,small,5287,20,0.95,A,True,active
CUST_00418,independent_pharmacy,Zhejiang,Ningbo,urban,medium,9672,18,0.922,B,True,active
CUST_00419,primary_healthcare,Zhejiang,Ningbo,urban,medium,1317,7,0.968,C,True,inactive
CUST_00420,independent_pharmacy,Shandong,Qingdao,rural,medium,5509,16,0.934,C,True,active
CUST_00421,primary_healthcare,Zhejiang,Wenzhou,urban,small,7290,4,0.956,B,True,active
CUST_00422,independent_pharmacy,Hubei,Wuhan,urban,medium,3982,15,0.939,C,True,active
CUST_00423,independent_pharmacy,Guangdong,Shenzhen,urban,small,208,25,0.956,C,True,active
CUST_00424,public_hospital,Shandong,Qingdao,urban,medium,2867,5,0.964,A,True,active
CUST_00425,clinic,Sichuan,Chengdu,rural,medium,194,11,0.965,B,True,active
CUST_00426,primary_healthcare,Jiangsu,Suzhou,urban,medium,7278,10,0.942,B,True,active
CUST_00427,chain_pharmacy,Sichuan,Chengdu,urban,small,164,21,0.941,D,True,active
CUST_00428,clinic,Guangdong,Guangzhou,rural,medium,14554,7,0.989,A,True,active
CUST_00429,primary_healthcare,Shandong,Jinan,urban,large,5394,7,0.985,B,True,inactive
CUST_00430,public_hospital,Guangdong,Dongguan,urban,medium,12680,10,0.957,A,True,active
CUST_00431,independent_pharmacy,Henan,Kaifeng,urban,medium,4409,21,0.956,A,True,active
CUST_00432,chain_pharmacy,Hubei,Wuhan,urban,medium,7215,8,0.929,C,True,active
CUST_00433,primary_healthcare,Sichuan,Deyang,urban,large,7727,13,0.972,A,True,active
CUST_00434,independent_pharmacy,Zhejiang,Hangzhou,urban,small,1088,23,0.928,B,True,active
CUST_00435,chain_pharmacy,Guangdong,Guangzhou,urban,small,246,24,0.939,D,True,active
CUST_00436,independent_pharmacy,Shandong,Qingdao,rural,small,391,9,0.926,B,True,active
CUST_00437,independent_pharmacy,Guangdong,Dongguan,urban,medium,1169,26,0.918,A,True,active
CUST_00438,independent_pharmacy,Jiangsu,Wuxi,urban,small,4552,21,0.912,C,True,active
CUST_00439,primary_healthcare,Hubei,Yichang,rural,medium,2928,10,0.966,A,True,active
CUST_00440,primary_healthcare,Hubei,Yichang,urban,small,4231,5,0.918,A,True,active
CUST_00441,independent_pharmacy,Zhejiang,Wenzhou,urban,small,170,16,0.902,C,True,active
CUST_00442,primary_healthcare,Henan,Luoyang,rural,small,1557,6,0.953,A,True,active
CUST_00443,clinic,Jiangsu,Nanjing,urban,small,302,11,0.947,C,True,active
CUST_00444,clinic,Shandong,Qingdao,urban,medium,2556,15,0.952,C,True,active
CUST_00445,clinic,Zhejiang,Ningbo,urban,small,2313,20,0.989,A,True,active
CUST_00446,independent_pharmacy,Jiangsu,Nanjing,urban,small,163,20,0.901,B,True,active
CUST_00447,public_hospital,Guangdong,Dongguan,urban,medium,8491,5,0.988,A,True,active
CUST_00448,independent_pharmacy,Sichuan,Deyang,urban,medium,639,13,0.948,C,True,active
CUST_00449,independent_pharmacy,Guangdong,Dongguan,urban,small,164,17,0.908,C,True,active
CUST_00450,primary_healthcare,Shandong,Qingdao,rural,small,862,15,0.912,B,True,active
CUST_00451,independent_pharmacy,Zhejiang,Wenzhou,rural,small,177,27,0.935,C,True,active
CUST_00452,chain_pharmacy,Shandong,Qingdao,urban,large,1296,6,0.907,A,True,active
CUST_00453,primary_healthcare,Zhejiang,Ningbo,urban,medium,3894,10,0.98,C,True,active
CUST_00454,independent_pharmacy,Shandong,Jinan,urban,small,172,19,0.93,B,True,active
CUST_00455,chain_pharmacy,Jiangsu,Suzhou,rural,medium,1277,18,0.931,C,True,active
CUST_00456,independent_pharmacy,Hubei,Xiangyang,urban,small,4872,24,0.971,C,True,active
CUST_00457,clinic,Hubei,Yichang,rural,medium,490,21,0.959,C,True,active
CUST_00458,public_hospital,Shandong,Qingdao,rural,small,2986,7,0.975,A,True,active
CUST_00459,independent_pharmacy,Shandong,Jinan,urban,small,198,29,0.915,C,True,active
CUST_00460,primary_healthcare,Zhejiang,Hangzhou,urban,small,1877,20,0.908,C,True,active
CUST_00461,independent_pharmacy,Jiangsu,Wuxi,urban,medium,7995,12,0.958,A,True,active
CUST_00462,chain_pharmacy,Guangdong,Shenzhen,urban,medium,399,16,0.94,C,True,active
CUST_00463,public_hospital,Shandong,Yantai,rural,medium,1246,5,0.939,B,True,active
CUST_00464,public_hospital,Sichuan,Mianyang,urban,medium,8353,4,0.959,A,True,active
CUST_00465,independent_pharmacy,Henan,Kaifeng,urban,small,228,17,0.967,B,True,active
CUST_00466,independent_pharmacy,Shandong,Jinan,urban,medium,366,12,0.993,A,True,active
CUST_00467,independent_pharmacy,Zhejiang,Wenzhou,urban,small,5953,7,0.9,A,True,active
CUST_00468,chain_pharmacy,Guangdong,Guangzhou,urban,small,164,20,0.913,B,True,active
CUST_00469,independent_pharmacy,Jiangsu,Nanjing,urban,medium,515,17,0.956,B,True,active
CUST_00470,independent_pharmacy,Guangdong,Guangzhou,urban,medium,2760,19,0.967,C,True,active
CUST_00471,primary_healthcare,Guangdong,Guangzhou,urban,small,297,28,0.914,C,True,active
CUST_00472,chain_pharmacy,Jiangsu,Wuxi,rural,medium,18889,11,0.913,B,True,active
CUST_00473,independent_pharmacy,Henan,Luoyang,urban,small,620,29,0.913,C,True,active
CUST_00474,independent_pharmacy,Shandong,Qingdao,urban,small,587,10,0.958,B,True,active
CUST_00475,primary_healthcare,Jiangsu,Wuxi,urban,small,568,22,0.959,C,True,active
CUST_00476,independent_pharmacy,Jiangsu,Nanjing,urban,medium,8614,24,0.922,D,True,active
CUST_00477,primary_healthcare,Shandong,Jinan,urban,medium,23189,7,0.969,A,True,active
CUST_00478,independent_pharmacy,Zhejiang,Wenzhou,urban,medium,10274,12,0.989,A,True,active
CUST_00479,chain_pharmacy,Zhejiang,Wenzhou,rural,small,1514,19,0.935,B,True,active
CUST_00480,independent_pharmacy,Zhejiang,Ningbo,rural,medium,3486,12,0.923,B,True,active
CUST_00481,public_hospital,Shandong,Jinan,rural,medium,8875,11,0.934,B,True,active
CUST_00482,chain_pharmacy,Zhejiang,Hangzhou,rural,small,899,8,0.904,B,True,active
CUST_00483,clinic,Henan,Zhengzhou,urban,medium,1114,10,0.969,D,True,active
CUST_00484,chain_pharmacy,Sichuan,Chengdu,urban,medium,571,7,0.959,A,True,active
CUST_00485,independent_pharmacy,Sichuan,Mianyang,urban,medium,173,20,0.914,C,True,active
CUST_00486,chain_pharmacy,Jiangsu,Nanjing,urban,medium,1115,16,0.927,C,True,active
CUST_00487,independent_pharmacy,Guangdong,Dongguan,urban,small,167,20,0.929,C,True,active
CUST_00488,independent_pharmacy,Hubei,Wuhan,urban,small,163,29,0.9,C,True,active
CUST_00489,public_hospital,Shandong,Jinan,urban,large,18568,4,0.993,B,True,active
CUST_00490,public_hospital,Guangdong,Guangzhou,urban,large,15923,9,0.987,B,True,active
CUST_00491,primary_healthcare,Shandong,Yantai,urban,medium,296,9,0.976,B,True,active
CUST_00492,independent_pharmacy,Jiangsu,Wuxi,urban,small,163,26,0.907,B,True,active
CUST_00493,primary_healthcare,Zhejiang,Hangzhou,urban,medium,4401,7,0.965,A,True,active
CUST_00494,independent_pharmacy,Shandong,Qingdao,urban,small,1040,14,0.963,B,True,active
CUST_00495,public_hospital,Guangdong,Guangzhou,urban,medium,6539,14,0.975,C,True,active
CUST_00496,chain_pharmacy,Zhejiang,Wenzhou,rural,small,4380,23,0.983,B,True,active
CUST_00497,independent_pharmacy,Zhejiang,Ningbo,urban,small,660,22,0.964,B,True,active
CUST_00498,independent_pharmacy,Hubei,Wuhan,urban,medium,3883,12,0.904,A,True,active
CUST_00499,independent_pharmacy,Zhejiang,Hangzhou,urban,medium,244,16,0.927,C,True,inactive
CUST_00500,independent_pharmacy,Hubei,Wuhan,rural,small,1214,18,0.906,B,True,active
CUST_00501,chain_pharmacy,Jiangsu,Nanjing,rural,small,7479,7,0.956,B,True,active
CUST_00502,independent_pharmacy,Zhejiang,Wenzhou,urban,small,2516,10,0.906,C,True,active
CUST_00503,chain_pharmacy,Zhejiang,Wenzhou,urban,medium,434,16,0.908,C,True,active
CUST_00504,primary_healthcare,Shandong,Yantai,urban,small,731,7,0.967,C,True,active
CUST_00505,primary_healthcare,Zhejiang,Wenzhou,rural,medium,7216,6,0.966,B,True,active
CUST_00506,independent_pharmacy,Jiangsu,Nanjing,urban,medium,3224,21,0.947,B,True,active
CUST_00507,chain_pharmacy,Jiangsu,Nanjing,urban,medium,5780,24,0.948,D,True,active
CUST_00508,primary_healthcare,Hubei,Yichang,urban,medium,9724,4,0.951,A,True,active
CUST_00509,independent_pharmacy,Zhejiang,Ningbo,rural,small,595,13,0.912,C,True,active
CUST_00510,independent_pharmacy,Sichuan,Deyang,urban,medium,9180,18,0.916,A,True,active
CUST_00511,chain_pharmacy,Shandong,Jinan,urban,small,227,20,0.906,C,True,active
CUST_00512,clinic,Henan,Zhengzhou,urban,medium,1975,10,0.969,C,True,active
CUST_00513,primary_healthcare,Henan,Zhengzhou,urban,small,3630,7,0.909,A,True,active
CUST_00514,independent_pharmacy,Hubei,Wuhan,urban,small,746,17,0.902,B,True,active
CUST_00515,independent_pharmacy,Hubei,Yichang,urban,medium,7913,20,0.925,B,True,active
CUST_00516,independent_pharmacy,Hubei,Yichang,rural,medium,3026,20,0.943,C,True,active
CUST_00517,public_hospital,Shandong,Jinan,urban,small,885,5,0.943,A,True,active
CUST_00518,primary_healthcare,Hubei,Yichang,urban,medium,7512,9,0.971,B,True,active
CUST_00519,public_hospital,Hubei,Yichang,rural,medium,17736,4,0.954,A,True,active
CUST_00520,independent_pharmacy,Sichuan,Mianyang,urban,medium,6821,12,0.918,B,True,active
CUST_00521,independent_pharmacy,Jiangsu,Nanjing,urban,small,810,27,0.926,B,True,active
CUST_00522,independent_pharmacy,Henan,Zhengzhou,urban,small,1013,11,0.985,A,True,active
CUST_00523,public_hospital,Henan,Zhengzhou,urban,medium,9874,6,0.945,A,True,active
CUST_00524,primary_healthcare,Zhejiang,Wenzhou,urban,small,594,19,0.912,A,True,active
CUST_00525,chain_pharmacy,Sichuan,Deyang,rural,medium,2563,22,0.944,C,True,active
CUST_00526,independent_pharmacy,Shandong,Yantai,urban,medium,202,26,0.923,B,True,active
CUST_00527,chain_pharmacy,Jiangsu,Nanjing,urban,small,173,27,0.938,C,True,active
CUST_00528,independent_pharmacy,Henan,Kaifeng,rural,medium,14655,23,0.993,B,True,active
CUST_00529,primary_healthcare,Jiangsu,Nanjing,rural,small,3712,9,0.943,D,True,active
CUST_00530,chain_pharmacy,Jiangsu,Wuxi,urban,medium,203,25,0.941,B,True,active
CUST_00531,independent_pharmacy,Hubei,Xiangyang,urban,medium,8926,10,0.941,A,True,active
CUST_00532,independent_pharmacy,Henan,Kaifeng,urban,medium,481,12,0.915,C,True,active
CUST_00533,independent_pharmacy,Sichuan,Deyang,urban,small,6316,5,0.971,B,True,active
CUST_00534,primary_healthcare,Shandong,Qingdao,urban,small,9727,13,0.963,A,True,active
CUST_00535,independent_pharmacy,Zhejiang,Wenzhou,rural,small,3771,17,0.943,B,True,active
CUST_00536,independent_pharmacy,Guangdong,Guangzhou,urban,medium,979,22,0.955,B,True,active
CUST_00537,independent_pharmacy,Guangdong,Guangzhou,urban,small,997,27,0.902,D,True,active
CUST_00538,clinic,Hubei,Wuhan,urban,medium,1986,9,0.975,B,True,active
CUST_00539,chain_pharmacy,Hubei,Yichang,urban,medium,860,22,0.924,D,True,active
CUST_00540,independent_pharmacy,Zhejiang,Ningbo,urban,medium,5093,21,0.928,B,True,active
CUST_00541,independent_pharmacy,Zhejiang,Wenzhou,urban,small,1080,16,0.967,B,True,active
CUST_00542,independent_pharmacy,Hubei,Yichang,urban,small,8932,14,0.957,C,True,active
CUST_00543,independent_pharmacy,Guangdong,Dongguan,rural,medium,451,6,0.958,B,True,active
CUST_00544,independent_pharmacy,Shandong,Jinan,rural,medium,229,20,0.954,C,True,active
CUST_00545,public_hospital,Zhejiang,Hangzhou,rural,medium,1456,5,0.966,D,True,active
CUST_00546,public_hospital,Shandong,Qingdao,urban,medium,3748,6,0.993,B,True,active
CUST_00547,chain_pharmacy,Jiangsu,Suzhou,urban,medium,876,22,0.93,C,True,active
CUST_00548,independent_pharmacy,Henan,Zhengzhou,urban,medium,257,17,0.904,C,True,active
CUST_00549,chain_pharmacy,Guangdong,Dongguan,rural,small,8403,8,0.917,A,True,active
CUST_00550,independent_pharmacy,Guangdong,Dongguan,urban,medium,619,7,0.925,C,True,active
CUST_00551,chain_pharmacy,Sichuan,Mianyang,urban,medium,3677,14,0.982,B,True,active
CUST_00552,primary_healthcare,Zhejiang,Hangzhou,urban,medium,2773,8,0.963,C,True,active
CUST_00553,independent_pharmacy,Sichuan,Mianyang,urban,medium,791,24,0.935,B,True,active
CUST_00554,independent_pharmacy,Guangdong,Shenzhen,urban,small,194,15,0.915,C,True,active
CUST_00555,independent_pharmacy,Henan,Luoyang,urban,medium,1686,6,0.994,B,True,active
CUST_00556,chain_pharmacy,Zhejiang,Hangzhou,urban,small,1484,7,0.939,A,True,active
CUST_00557,independent_pharmacy,Hubei,Wuhan,urban,medium,4587,22,0.919,A,True,active
CUST_00558,independent_pharmacy,Guangdong,Guangzhou,urban,medium,565,24,0.963,C,True,active
CUST_00559,independent_pharmacy,Shandong,Qingdao,urban,medium,163,16,0.908,C,True,active
CUST_00560,chain_pharmacy,Hubei,Wuhan,urban,medium,164,14,0.924,B,True,active
CUST_00561,independent_pharmacy,Shandong,Qingdao,urban,medium,3584,10,0.911,B,True,active
CUST_00562,independent_pharmacy,Jiangsu,Wuxi,urban,medium,168,28,0.908,B,True,active
CUST_00563,independent_pharmacy,Sichuan,Mianyang,urban,small,521,16,0.936,A,True,active
CUST_00564,independent_pharmacy,Jiangsu,Nanjing,rural,small,163,28,0.9,C,True,active
CUST_00565,independent_pharmacy,Henan,Luoyang,rural,medium,8401,11,0.964,B,True,active
CUST_00566,independent_pharmacy,Henan,Zhengzhou,rural,medium,1884,19,0.905,A,True,active
CUST_00567,primary_healthcare,Hubei,Wuhan,urban,large,2699,4,0.929,C,True,active
CUST_00568,chain_pharmacy,Sichuan,Deyang,urban,medium,1923,24,0.929,B,True,active
CUST_00569,independent_pharmacy,Zhejiang,Wenzhou,urban,medium,214,25,0.913,C,True,active
CUST_00570,chain_pharmacy,Sichuan,Chengdu,urban,medium,9997,17,0.912,C,True,active
CUST_00571,public_hospital,Sichuan,Deyang,urban,medium,1767,4,0.954,A,True,active
CUST_00572,chain_pharmacy,Sichuan,Mianyang,urban,small,277,7,0.955,C,True,active
CUST_00573,public_hospital,Shandong,Yantai,urban,medium,8535,7,0.99,C,True,active
CUST_00574,clinic,Sichuan,Chengdu,urban,medium,1489,11,0.987,B,True,active
CUST_00575,independent_pharmacy,Zhejiang,Hangzhou,urban,small,179,23,0.905,A,True,active
CUST_00576,independent_pharmacy,Zhejiang,Wenzhou,urban,small,458,11,0.901,B,True,active
CUST_00577,independent_pharmacy,Zhejiang,Hangzhou,urban,small,2839,11,0.926,A,True,active
CUST_00578,public_hospital,Henan,Luoyang,urban,medium,2261,5,0.911,B,True,active
CUST_00579,independent_pharmacy,Zhejiang,Ningbo,rural,small,226,21,0.937,C,True,active
CUST_00580,independent_pharmacy,Hubei,Wuhan,rural,medium,752,26,0.983,C,True,active
CUST_00581,independent_pharmacy,Zhejiang,Ningbo,urban,small,461,13,0.923,B,True,active
CUST_00582,primary_healthcare,Zhejiang,Ningbo,rural,small,29385,7,0.973,B,True,active
CUST_00583,primary_healthcare,Jiangsu,Nanjing,urban,medium,311,17,0.942,B,True,active
CUST_00584,independent_pharmacy,Hubei,Xiangyang,rural,small,3569,27,0.925,C,True,active
