order_line_id,order_id,sku_id,quantity_ordered,special_handling_required,substitution_allowed
OL_000075654,ORD_0017409,SKU_00933,2,False,False
OL_000075655,ORD_0017409,SKU_01786,1,True,True
OL_000075656,ORD_0017409,SKU_02224,10,False,False
OL_000075657,ORD_0017409,SKU_01158,1,False,False
OL_000075658,ORD_0017410,SKU_01367,9,False,False
OL_000075659,ORD_0017410,SKU_01553,27,False,True
OL_000075660,ORD_0017411,SKU_00779,12,True,False
OL_000075661,ORD_0017411,SKU_02257,8,False,False
OL_000075662,ORD_0017411,SKU_00919,3,True,False
OL_000075663,ORD_0017412,SKU_00627,10,False,True
OL_000075664,ORD_0017412,SKU_02025,3,True,False
OL_000075665,ORD_0017412,SKU_01120,17,False,False
OL_000075666,ORD_0017413,SKU_00323,2,True,False
OL_000075667,ORD_0017413,SKU_02297,7,True,False
OL_000075668,ORD_0017414,SKU_00192,2,True,False
OL_000075669,ORD_0017414,SKU_01956,11,True,True
OL_000075670,ORD_0017414,SKU_01082,3,False,False
OL_000075671,ORD_0017414,SKU_00056,6,False,True
OL_000075672,ORD_0017414,SKU_01765,2,False,True
OL_000075673,ORD_0017414,SKU_01785,8,False,False
OL_000075674,ORD_0017415,SKU_02997,3,False,False
OL_000075675,ORD_0017415,SKU_02725,1,False,True
OL_000075676,ORD_0017415,SKU_02890,1,True,False
OL_000075677,ORD_0017415,SKU_01483,6,False,False
OL_000075678,ORD_0017415,SKU_02004,6,False,False
OL_000075679,ORD_0017416,SKU_02171,2,True,False
OL_000075680,ORD_0017416,SKU_01099,5,False,True
OL_000075681,ORD_0017416,SKU_01174,8,False,False
OL_000075682,ORD_0017416,SKU_02415,9,True,False
OL_000075683,ORD_0017416,SKU_02485,7,True,False
OL_000075684,ORD_0017417,SKU_01191,1,True,False
OL_000075685,ORD_0017417,SKU_02870,3,True,True
OL_000075686,ORD_0017417,SKU_00197,7,True,False
OL_000075687,ORD_0017417,SKU_00939,7,True,False
OL_000075688,ORD_0017417,SKU_02013,6,False,True
OL_000075689,ORD_0017417,SKU_01494,8,False,True
OL_000075690,ORD_0017418,SKU_02837,6,False,True
OL_000075691,ORD_0017418,SKU_02295,10,True,True
OL_000075692,ORD_0017419,SKU_00342,7,False,False
OL_000075693,ORD_0017419,SKU_00545,3,True,False
OL_000075694,ORD_0017419,SKU_02762,2,False,False
OL_000075695,ORD_0017419,SKU_00842,20,True,True
OL_000075696,ORD_0017420,SKU_00272,8,True,False
OL_000075697,ORD_0017420,SKU_01685,4,True,False
OL_000075698,ORD_0017420,SKU_00640,1,False,False
OL_000075699,ORD_0017420,SKU_02992,5,True,False
OL_000075700,ORD_0017420,SKU_02625,1,True,True
OL_000075701,ORD_0017421,SKU_00419,1,False,False
OL_000075702,ORD_0017421,SKU_00342,7,False,True
OL_000075703,ORD_0017421,SKU_01660,4,True,False
OL_000075704,ORD_0017421,SKU_02420,1,False,False
OL_000075705,ORD_0017421,SKU_00300,8,True,True
OL_000075706,ORD_0017422,SKU_00824,1,False,False
OL_000075707,ORD_0017423,SKU_02120,1,False,False
OL_000075708,ORD_0017423,SKU_01704,8,False,True
OL_000075709,ORD_0017423,SKU_00315,1,True,False
OL_000075710,ORD_0017423,SKU_01978,1,True,False
OL_000075711,ORD_0017423,SKU_01265,6,True,False
OL_000075712,ORD_0017424,SKU_00796,8,False,False
OL_000075713,ORD_0017424,SKU_00057,2,False,True
OL_000075714,ORD_0017424,SKU_00395,10,False,False
OL_000075715,ORD_0017425,SKU_01247,3,True,False
OL_000075716,ORD_0017425,SKU_00132,6,False,False
OL_000075717,ORD_0017425,SKU_01630,2,False,False
OL_000075718,ORD_0017426,SKU_00576,6,True,True
OL_000075719,ORD_0017426,SKU_01067,1,False,False
OL_000075720,ORD_0017426,SKU_01234,14,False,False
OL_000075721,ORD_0017426,SKU_02032,6,False,False
OL_000075722,ORD_0017426,SKU_00570,32,False,False
OL_000075723,ORD_0017427,SKU_02701,21,False,False
OL_000075724,ORD_0017427,SKU_00191,6,False,False
OL_000075725,ORD_0017427,SKU_01329,3,False,True
OL_000075726,ORD_0017428,SKU_02049,2,True,False
OL_000075727,ORD_0017428,SKU_02178,4,False,False
OL_000075728,ORD_0017428,SKU_02079,7,False,False
OL_000075729,ORD_0017428,SKU_02482,7,False,False
OL_000075730,ORD_0017429,SKU_02626,11,False,False
OL_000075731,ORD_0017429,SKU_01334,1,False,False
OL_000075732,ORD_0017429,SKU_00107,3,False,False
OL_000075733,ORD_0017429,SKU_01905,2,False,False
OL_000075734,ORD_0017429,SKU_02480,3,False,True
OL_000075735,ORD_0017430,SKU_02460,19,False,True
OL_000075736,ORD_0017430,SKU_01826,15,False,False
OL_000075737,ORD_0017431,SKU_01766,4,True,True
OL_000075738,ORD_0017431,SKU_01817,2,False,False
OL_000075739,ORD_0017431,SKU_00740,4,True,False
OL_000075740,ORD_0017431,SKU_00329,7,False,False
OL_000075741,ORD_0017431,SKU_00212,6,False,False
OL_000075742,ORD_0017431,SKU_00213,3,False,False
OL_000075743,ORD_0017432,SKU_01670,3,True,False
OL_000075744,ORD_0017432,SKU_02172,12,False,False
OL_000075745,ORD_0017432,SKU_00725,13,False,False
OL_000075746,ORD_0017432,SKU_02658,10,False,True
OL_000075747,ORD_0017432,SKU_00383,3,False,False
OL_000075748,ORD_0017433,SKU_02885,3,True,False
OL_000075749,ORD_0017433,SKU_01437,3,False,False
OL_000075750,ORD_0017433,SKU_02113,2,False,False
OL_000075751,ORD_0017434,SKU_00034,8,False,True
OL_000075752,ORD_0017434,SKU_02097,5,False,False
OL_000075753,ORD_0017434,SKU_01400,5,False,True
OL_000075754,ORD_0017434,SKU_01146,2,False,False
OL_000075755,ORD_0017434,SKU_00271,10,True,True
OL_000075756,ORD_0017434,SKU_00543,1,False,False
OL_000075757,ORD_0017434,SKU_00510,1,False,False
OL_000075758,ORD_0017434,SKU_02484,7,False,False
OL_000075759,ORD_0017434,SKU_00548,3,False,True
OL_000075760,ORD_0017434,SKU_01187,1,True,True
OL_000075761,ORD_0017435,SKU_00766,5,True,True
OL_000075762,ORD_0017435,SKU_00050,6,False,False
OL_000075763,ORD_0017435,SKU_02783,12,False,False
OL_000075764,ORD_0017435,SKU_01396,3,False,False
OL_000075765,ORD_0017435,SKU_00722,11,False,False
OL_000075766,ORD_0017436,SKU_02865,1,True,False
OL_000075767,ORD_0017436,SKU_00963,16,False,False
OL_000075768,ORD_0017436,SKU_02173,19,True,True
OL_000075769,ORD_0017437,SKU_01751,5,False,False
OL_000075770,ORD_0017437,SKU_02294,1,False,False
OL_000075771,ORD_0017437,SKU_02969,2,True,True
OL_000075772,ORD_0017437,SKU_02627,10,False,False
OL_000075773,ORD_0017438,SKU_00920,5,False,True
OL_000075774,ORD_0017438,SKU_01698,3,False,False
OL_000075775,ORD_0017438,SKU_01010,2,False,True
OL_000075776,ORD_0017439,SKU_01209,2,False,False
OL_000075777,ORD_0017439,SKU_00714,8,True,False
OL_000075778,ORD_0017439,SKU_01592,8,True,True
OL_000075779,ORD_0017440,SKU_02414,7,False,False
OL_000075780,ORD_0017440,SKU_02781,18,False,False
OL_000075781,ORD_0017440,SKU_02626,1,False,True
OL_000075782,ORD_0017440,SKU_01579,5,True,True
OL_000075783,ORD_0017441,SKU_01099,7,False,False
OL_000075784,ORD_0017441,SKU_00348,2,False,False
OL_000075785,ORD_0017441,SKU_02504,14,False,False
OL_000075786,ORD_0017441,SKU_01196,5,False,False
OL_000075787,ORD_0017442,SKU_02115,3,False,False
OL_000075788,ORD_0017442,SKU_02945,3,False,True
OL_000075789,ORD_0017442,SKU_02427,4,True,False
OL_000075790,ORD_0017442,SKU_02118,9,True,True
OL_000075791,ORD_0017442,SKU_02828,4,False,False
OL_000075792,ORD_0017442,SKU_02694,3,False,False
OL_000075793,ORD_0017443,SKU_00167,1,False,False
OL_000075794,ORD_0017443,SKU_01265,3,True,False
OL_000075795,ORD_0017443,SKU_01276,1,True,False
OL_000075796,ORD_0017443,SKU_00869,14,False,False
OL_000075797,ORD_0017443,SKU_01319,3,True,False
OL_000075798,ORD_0017444,SKU_01624,6,True,True
OL_000075799,ORD_0017444,SKU_02593,6,True,False
OL_000075800,ORD_0017445,SKU_01324,3,False,False
OL_000075801,ORD_0017445,SKU_02194,30,False,True
OL_000075802,ORD_0017445,SKU_01645,6,False,False
OL_000075803,ORD_0017445,SKU_00920,7,False,False
OL_000075804,ORD_0017446,SKU_01417,2,True,False
OL_000075805,ORD_0017446,SKU_02593,7,True,False
OL_000075806,ORD_0017446,SKU_02202,7,True,False
OL_000075807,ORD_0017446,SKU_00087,6,False,False
OL_000075808,ORD_0017446,SKU_00968,4,True,True
OL_000075809,ORD_0017446,SKU_00058,4,True,False
OL_000075810,ORD_0017447,SKU_00237,11,True,False
OL_000075811,ORD_0017447,SKU_00594,3,False,False
OL_000075812,ORD_0017447,SKU_01764,13,False,True
OL_000075813,ORD_0017447,SKU_02434,6,False,False
OL_000075814,ORD_0017448,SKU_00434,3,False,True
OL_000075815,ORD_0017448,SKU_00642,2,True,False
OL_000075816,ORD_0017448,SKU_00498,15,False,False
OL_000075817,ORD_0017448,SKU_00518,3,True,True
OL_000075818,ORD_0017448,SKU_02013,2,False,True
OL_000075819,ORD_0017448,SKU_02971,1,False,True
OL_000075820,ORD_0017449,SKU_02543,2,False,True
OL_000075821,ORD_0017449,SKU_01044,21,False,False
OL_000075822,ORD_0017449,SKU_00912,2,False,False
OL_000075823,ORD_0017449,SKU_02673,3,False,True
OL_000075824,ORD_0017449,SKU_02813,4,True,True
OL_000075825,ORD_0017450,SKU_02381,4,False,True
OL_000075826,ORD_0017450,SKU_00938,3,True,False
OL_000075827,ORD_0017450,SKU_01335,18,True,False
OL_000075828,ORD_0017451,SKU_00948,28,False,True
OL_000075829,ORD_0017451,SKU_01195,4,False,False
OL_000075830,ORD_0017451,SKU_02517,18,True,False
OL_000075831,ORD_0017451,SKU_00300,15,True,False
OL_000075832,ORD_0017451,SKU_01919,27,False,False
OL_000075833,ORD_0017452,SKU_01810,1,True,True
OL_000075834,ORD_0017452,SKU_00674,2,False,True
OL_000075835,ORD_0017452,SKU_01586,9,False,False
OL_000075836,ORD_0017452,SKU_02108,2,True,False
OL_000075837,ORD_0017453,SKU_02011,3,False,False
OL_000075838,ORD_0017453,SKU_00463,6,True,False
OL_000075839,ORD_0017453,SKU_01356,4,False,False
OL_000075840,ORD_0017453,SKU_02617,7,False,False
OL_000075841,ORD_0017454,SKU_01446,3,False,False
OL_000075842,ORD_0017454,SKU_01813,5,False,False
OL_000075843,ORD_0017454,SKU_01711,2,False,True
OL_000075844,ORD_0017454,SKU_00352,8,False,True
OL_000075845,ORD_0017454,SKU_01680,1,False,False
OL_000075846,ORD_0017455,SKU_00188,1,False,False
OL_000075847,ORD_0017455,SKU_02761,2,False,False
OL_000075848,ORD_0017455,SKU_00942,6,True,False
OL_000075849,ORD_0017456,SKU_02568,5,False,False
OL_000075850,ORD_0017456,SKU_00834,1,False,False
OL_000075851,ORD_0017456,SKU_02681,2,False,True
OL_000075852,ORD_0017456,SKU_00950,1,False,False
OL_000075853,ORD_0017456,SKU_02773,8,False,False
OL_000075854,ORD_0017456,SKU_00941,4,False,False
OL_000075855,ORD_0017457,SKU_00467,2,False,True
OL_000075856,ORD_0017457,SKU_00942,9,True,False
OL_000075857,ORD_0017457,SKU_02588,10,False,True
OL_000075858,ORD_0017458,SKU_00375,1,False,False
OL_000075859,ORD_0017458,SKU_01065,4,False,False
OL_000075860,ORD_0017458,SKU_01280,9,False,True
OL_000075861,ORD_0017458,SKU_02691,6,False,False
OL_000075862,ORD_0017458,SKU_00642,6,True,False
OL_000075863,ORD_0017459,SKU_02018,39,False,False
OL_000075864,ORD_0017459,SKU_00363,17,False,False
OL_000075865,ORD_0017460,SKU_00422,12,False,False
OL_000075866,ORD_0017460,SKU_02402,1,False,True
OL_000075867,ORD_0017460,SKU_00377,1,True,False
OL_000075868,ORD_0017461,SKU_02618,2,False,False
OL_000075869,ORD_0017461,SKU_02477,4,False,False
OL_000075870,ORD_0017461,SKU_00166,11,False,False
OL_000075871,ORD_0017461,SKU_02306,1,False,False
OL_000075872,ORD_0017462,SKU_01306,7,True,True
OL_000075873,ORD_0017462,SKU_02352,10,False,False
OL_000075874,ORD_0017462,SKU_00152,4,True,False
OL_000075875,ORD_0017462,SKU_01160,13,True,True
OL_000075876,ORD_0017462,SKU_02878,2,False,False
OL_000075877,ORD_0017462,SKU_00863,8,False,False
OL_000075878,ORD_0017462,SKU_02493,3,False,False
OL_000075879,ORD_0017462,SKU_01418,4,False,False
OL_000075880,ORD_0017462,SKU_00545,4,True,True
OL_000075881,ORD_0017462,SKU_00984,12,False,False
OL_000075882,ORD_0017463,SKU_00797,2,True,False
OL_000075883,ORD_0017463,SKU_00072,3,True,False
OL_000075884,ORD_0017463,SKU_00876,2,False,False
OL_000075885,ORD_0017464,SKU_00118,7,False,True
OL_000075886,ORD_0017464,SKU_01959,6,False,False
OL_000075887,ORD_0017464,SKU_00499,6,True,True
OL_000075888,ORD_0017465,SKU_00081,23,False,False
OL_000075889,ORD_0017465,SKU_00535,2,False,True
OL_000075890,ORD_0017465,SKU_00871,4,True,True
OL_000075891,ORD_0017465,SKU_00794,17,False,False
OL_000075892,ORD_0017465,SKU_02448,12,True,False
OL_000075893,ORD_0017466,SKU_02075,3,True,False
OL_000075894,ORD_0017466,SKU_00343,7,False,False
OL_000075895,ORD_0017466,SKU_02321,1,False,True
OL_000075896,ORD_0017467,SKU_02884,1,False,True
OL_000075897,ORD_0017467,SKU_00158,4,False,True
OL_000075898,ORD_0017467,SKU_02848,1,False,True
OL_000075899,ORD_0017467,SKU_01775,7,True,False
OL_000075900,ORD_0017468,SKU_01217,4,False,False
OL_000075901,ORD_0017468,SKU_00108,5,False,False
OL_000075902,ORD_0017468,SKU_02351,3,True,False
OL_000075903,ORD_0017468,SKU_01152,5,True,False
OL_000075904,ORD_0017468,SKU_00233,4,False,True
OL_000075905,ORD_0017468,SKU_02836,3,True,False
OL_000075906,ORD_0017469,SKU_00120,2,False,False
OL_000075907,ORD_0017469,SKU_01010,2,False,False
OL_000075908,ORD_0017469,SKU_01585,1,False,False
OL_000075909,ORD_0017469,SKU_01135,16,False,False
OL_000075910,ORD_0017470,SKU_01406,3,False,True
OL_000075911,ORD_0017471,SKU_02292,2,False,False
OL_000075912,ORD_0017471,SKU_01932,4,False,True
OL_000075913,ORD_0017471,SKU_02937,2,False,False
OL_000075914,ORD_0017471,SKU_02605,2,True,False
OL_000075915,ORD_0017472,SKU_01012,1,True,True
OL_000075916,ORD_0017472,SKU_00104,14,False,True
OL_000075917,ORD_0017472,SKU_01241,6,True,False
OL_000075918,ORD_0017473,SKU_00673,3,True,False
OL_000075919,ORD_0017473,SKU_01704,13,False,False
OL_000075920,ORD_0017473,SKU_02927,3,False,False
OL_000075921,ORD_0017473,SKU_01312,5,False,False
OL_000075922,ORD_0017474,SKU_00567,12,False,False
OL_000075923,ORD_0017474,SKU_02232,1,False,True
OL_000075924,ORD_0017474,SKU_02818,2,True,False
OL_000075925,ORD_0017474,SKU_00968,2,True,False
OL_000075926,ORD_0017474,SKU_00762,3,False,True
OL_000075927,ORD_0017475,SKU_01842,3,False,False
OL_000075928,ORD_0017475,SKU_02095,18,True,False
OL_000075929,ORD_0017475,SKU_00043,1,False,True
OL_000075930,ORD_0017475,SKU_01814,1,False,False
OL_000075931,ORD_0017476,SKU_00927,3,True,True
OL_000075932,ORD_0017476,SKU_00407,7,False,True
OL_000075933,ORD_0017476,SKU_01410,9,True,False
OL_000075934,ORD_0017476,SKU_00081,8,False,False
OL_000075935,ORD_0017477,SKU_02588,10,False,False
OL_000075936,ORD_0017477,SKU_00826,6,True,False
OL_000075937,ORD_0017477,SKU_02313,5,False,True
OL_000075938,ORD_0017477,SKU_02468,2,False,False
OL_000075939,ORD_0017477,SKU_02851,13,False,False
OL_000075940,ORD_0017477,SKU_02610,31,False,True
OL_000075941,ORD_0017478,SKU_01623,3,False,False
OL_000075942,ORD_0017478,SKU_02042,3,False,True
OL_000075943,ORD_0017478,SKU_01778,3,True,False
OL_000075944,ORD_0017478,SKU_02819,12,False,False
OL_000075945,ORD_0017478,SKU_01036,9,False,True
OL_000075946,ORD_0017479,SKU_01695,1,False,True
OL_000075947,ORD_0017479,SKU_02554,10,False,False
OL_000075948,ORD_0017479,SKU_00280,9,False,False
OL_000075949,ORD_0017479,SKU_01817,7,False,False
OL_000075950,ORD_0017479,SKU_00844,14,True,False
OL_000075951,ORD_0017479,SKU_00176,33,False,False
OL_000075952,ORD_0017479,SKU_02126,5,True,True
OL_000075953,ORD_0017479,SKU_01157,3,True,False
OL_000075954,ORD_0017479,SKU_01333,3,False,False
OL_000075955,ORD_0017479,SKU_02019,2,False,False
OL_000075956,ORD_0017479,SKU_02993,1,False,False
OL_000075957,ORD_0017479,SKU_02791,15,True,False
OL_000075958,ORD_0017479,SKU_02097,4,False,False
OL_000075959,ORD_0017479,SKU_00415,31,False,False
OL_000075960,ORD_0017479,SKU_00460,9,False,False
OL_000075961,ORD_0017480,SKU_00848,1,True,False
OL_000075962,ORD_0017480,SKU_02463,9,True,False
OL_000075963,ORD_0017481,SKU_01896,7,False,False
OL_000075964,ORD_0017481,SKU_02364,9,False,False
OL_000075965,ORD_0017481,SKU_01787,7,False,False
OL_000075966,ORD_0017481,SKU_00568,1,False,False
OL_000075967,ORD_0017481,SKU_00814,5,False,False
OL_000075968,ORD_0017482,SKU_01464,16,True,False
OL_000075969,ORD_0017482,SKU_01985,3,False,False
OL_000075970,ORD_0017482,SKU_02473,4,False,False
OL_000075971,ORD_0017482,SKU_02637,1,True,False
OL_000075972,ORD_0017483,SKU_01153,15,False,False
OL_000075973,ORD_0017483,SKU_01418,3,False,False
OL_000075974,ORD_0017483,SKU_00493,6,True,True
OL_000075975,ORD_0017483,SKU_02823,4,False,False
OL_000075976,ORD_0017484,SKU_00429,3,True,True
OL_000075977,ORD_0017484,SKU_01808,3,False,False
OL_000075978,ORD_0017484,SKU_01082,1,False,False
OL_000075979,ORD_0017484,SKU_02960,8,False,False
OL_000075980,ORD_0017485,SKU_02364,4,False,False
OL_000075981,ORD_0017485,SKU_00399,48,False,False
OL_000075982,ORD_0017485,SKU_00478,4,True,True
OL_000075983,ORD_0017485,SKU_00129,34,False,False
OL_000075984,ORD_0017485,SKU_00047,10,True,False
OL_000075985,ORD_0017485,SKU_01755,12,True,True
OL_000075986,ORD_0017486,SKU_00385,2,False,False
OL_000075987,ORD_0017486,SKU_02868,2,False,False
OL_000075988,ORD_0017486,SKU_01860,5,False,False
OL_000075989,ORD_0017486,SKU_01489,5,True,True
OL_000075990,ORD_0017487,SKU_01799,2,False,True
OL_000075991,ORD_0017488,SKU_02581,13,True,True
OL_000075992,ORD_0017488,SKU_00645,8,False,False
OL_000075993,ORD_0017488,SKU_00475,3,True,True
OL_000075994,ORD_0017488,SKU_01478,6,False,False
OL_000075995,ORD_0017488,SKU_02651,7,False,False
OL_000075996,ORD_0017488,SKU_01973,1,False,True
OL_000075997,ORD_0017488,SKU_00054,3,True,False
OL_000075998,ORD_0017488,SKU_01933,9,False,False
OL_000075999,ORD_0017488,SKU_01997,7,True,True
OL_000076000,ORD_0017488,SKU_00460,1,False,False
OL_000076001,ORD_0017489,SKU_01819,1,False,False
OL_000076002,ORD_0017489,SKU_01961,2,False,False
OL_000076003,ORD_0017489,SKU_02920,6,False,False
OL_000076004,ORD_0017490,SKU_01296,5,False,False
OL_000076005,ORD_0017490,SKU_01967,11,False,True
OL_000076006,ORD_0017490,SKU_00353,2,False,False
OL_000076007,ORD_0017490,SKU_01033,11,False,True
OL_000076008,ORD_0017491,SKU_01352,6,False,False
OL_000076009,ORD_0017491,SKU_00912,4,False,True
OL_000076010,ORD_0017491,SKU_00572,22,False,True
OL_000076011,ORD_0017491,SKU_00817,1,False,False
OL_000076012,ORD_0017492,SKU_02214,2,False,True
OL_000076013,ORD_0017492,SKU_00785,5,False,True
OL_000076014,ORD_0017492,SKU_01328,2,False,False
OL_000076015,ORD_0017492,SKU_00218,5,True,False
OL_000076016,ORD_0017493,SKU_00811,16,False,False
OL_000076017,ORD_0017493,SKU_00946,1,True,False
OL_000076018,ORD_0017493,SKU_02575,6,False,False
OL_000076019,ORD_0017493,SKU_01133,3,False,True
OL_000076020,ORD_0017493,SKU_02473,3,False,False
OL_000076021,ORD_0017494,SKU_02328,17,True,True
OL_000076022,ORD_0017494,SKU_02967,6,False,False
OL_000076023,ORD_0017494,SKU_02870,1,True,False
OL_000076024,ORD_0017494,SKU_01669,9,False,True
OL_000076025,ORD_0017495,SKU_01479,3,False,False
OL_000076026,ORD_0017496,SKU_02014,57,False,False
OL_000076027,ORD_0017496,SKU_00085,28,True,False
OL_000076028,ORD_0017496,SKU_01559,18,True,False
OL_000076029,ORD_0017496,SKU_00767,30,False,False
OL_000076030,ORD_0017497,SKU_02980,7,False,True
OL_000076031,ORD_0017497,SKU_00448,5,False,True
OL_000076032,ORD_0017497,SKU_01301,3,False,False
OL_000076033,ORD_0017497,SKU_00576,1,True,False
OL_000076034,ORD_0017497,SKU_02453,1,False,False
OL_000076035,ORD_0017497,SKU_01569,7,False,False
OL_000076036,ORD_0017498,SKU_00851,3,False,True
OL_000076037,ORD_0017498,SKU_00745,2,False,False
OL_000076038,ORD_0017498,SKU_02242,12,False,True
OL_000076039,ORD_0017498,SKU_02950,2,True,False
OL_000076040,ORD_0017498,SKU_00620,7,False,False
OL_000076041,ORD_0017499,SKU_02759,3,True,False
OL_000076042,ORD_0017499,SKU_00828,1,False,False
OL_000076043,ORD_0017500,SKU_01672,3,False,False
OL_000076044,ORD_0017500,SKU_01278,3,False,False
OL_000076045,ORD_0017500,SKU_02831,1,False,True
OL_000076046,ORD_0017500,SKU_02895,10,False,False
OL_000076047,ORD_0017500,SKU_00340,7,False,False
OL_000076048,ORD_0017501,SKU_01468,4,False,False
OL_000076049,ORD_0017501,SKU_01201,4,False,False
OL_000076050,ORD_0017501,SKU_02922,4,False,False
OL_000076051,ORD_0017501,SKU_01067,15,False,True
OL_000076052,ORD_0017501,SKU_00208,4,False,False
OL_000076053,ORD_0017502,SKU_01451,24,True,False
OL_000076054,ORD_0017502,SKU_00330,11,False,False
OL_000076055,ORD_0017502,SKU_02242,3,False,False
OL_000076056,ORD_0017502,SKU_01745,2,False,False
OL_000076057,ORD_0017502,SKU_02432,1,False,False
OL_000076058,ORD_0017502,SKU_00618,1,True,False
OL_000076059,ORD_0017503,SKU_01214,4,False,True
OL_000076060,ORD_0017504,SKU_00775,7,False,False
OL_000076061,ORD_0017504,SKU_02499,2,False,False
OL_000076062,ORD_0017504,SKU_01465,2,False,False
OL_000076063,ORD_0017504,SKU_00382,1,False,False
OL_000076064,ORD_0017504,SKU_02660,6,False,False
OL_000076065,ORD_0017505,SKU_00700,1,True,True
OL_000076066,ORD_0017505,SKU_02874,3,False,False
OL_000076067,ORD_0017505,SKU_00123,3,True,True
OL_000076068,ORD_0017505,SKU_01197,7,True,False
OL_000076069,ORD_0017506,SKU_02195,1,False,False
OL_000076070,ORD_0017506,SKU_02761,8,False,True
OL_000076071,ORD_0017506,SKU_01023,5,False,False
OL_000076072,ORD_0017506,SKU_02998,4,True,False
OL_000076073,ORD_0017506,SKU_00323,2,True,True
OL_000076074,ORD_0017507,SKU_01525,6,False,True
OL_000076075,ORD_0017507,SKU_00220,23,False,True
OL_000076076,ORD_0017507,SKU_01489,15,True,False
OL_000076077,ORD_0017507,SKU_01577,4,False,False
OL_000076078,ORD_0017507,SKU_01062,1,False,True
OL_000076079,ORD_0017508,SKU_02234,3,True,True
OL_000076080,ORD_0017508,SKU_02458,1,False,True
OL_000076081,ORD_0017508,SKU_02438,6,True,False
OL_000076082,ORD_0017509,SKU_00491,1,True,False
OL_000076083,ORD_0017509,SKU_00466,7,True,False
OL_000076084,ORD_0017510,SKU_00164,16,True,True
OL_000076085,ORD_0017510,SKU_02703,26,False,False
OL_000076086,ORD_0017510,SKU_01122,38,False,False
OL_000076087,ORD_0017510,SKU_00926,14,False,False
OL_000076088,ORD_0017510,SKU_02899,20,True,True
OL_000076089,ORD_0017510,SKU_02628,13,False,True
OL_000076090,ORD_0017511,SKU_01557,1,True,False
OL_000076091,ORD_0017511,SKU_00811,1,False,False
OL_000076092,ORD_0017511,SKU_00181,4,True,False
OL_000076093,ORD_0017512,SKU_02709,5,False,True
OL_000076094,ORD_0017512,SKU_00540,42,False,False
OL_000076095,ORD_0017512,SKU_02453,1,False,False
OL_000076096,ORD_0017512,SKU_01338,16,False,True
OL_000076097,ORD_0017513,SKU_00744,22,False,True
OL_000076098,ORD_0017513,SKU_02527,32,False,True
OL_000076099,ORD_0017513,SKU_01428,33,False,False
OL_000076100,ORD_0017513,SKU_00145,40,False,False
OL_000076101,ORD_0017513,SKU_02970,17,True,False
OL_000076102,ORD_0017514,SKU_00094,7,False,False
OL_000076103,ORD_0017514,SKU_00679,20,False,True
OL_000076104,ORD_0017515,SKU_00022,12,True,False
OL_000076105,ORD_0017515,SKU_00819,3,False,False
OL_000076106,ORD_0017515,SKU_02016,3,False,False
OL_000076107,ORD_0017516,SKU_00916,1,True,True
OL_000076108,ORD_0017516,SKU_01836,3,False,False
OL_000076109,ORD_0017516,SKU_01050,3,False,False
OL_000076110,ORD_0017516,SKU_01136,4,False,False
OL_000076111,ORD_0017516,SKU_00494,1,False,True
OL_000076112,ORD_0017517,SKU_00982,3,False,True
OL_000076113,ORD_0017517,SKU_00136,7,True,False
OL_000076114,ORD_0017518,SKU_02928,3,False,False
OL_000076115,ORD_0017518,SKU_02328,7,True,False
OL_000076116,ORD_0017518,SKU_01818,42,False,True
OL_000076117,ORD_0017519,SKU_02529,24,False,False
OL_000076118,ORD_0017519,SKU_01059,6,False,False
OL_000076119,ORD_0017519,SKU_00949,14,False,True
OL_000076120,ORD_0017519,SKU_00833,2,False,False
OL_000076121,ORD_0017519,SKU_02118,5,True,False
OL_000076122,ORD_0017519,SKU_02835,5,False,False
OL_000076123,ORD_0017520,SKU_00080,4,False,False
OL_000076124,ORD_0017520,SKU_01873,4,False,False
OL_000076125,ORD_0017520,SKU_00436,11,False,False
OL_000076126,ORD_0017520,SKU_00615,46,False,False
OL_000076127,ORD_0017520,SKU_00941,4,False,False
OL_000076128,ORD_0017520,SKU_02997,15,False,False
OL_000076129,ORD_0017521,SKU_02411,8,False,False
OL_000076130,ORD_0017522,SKU_00809,2,False,False
OL_000076131,ORD_0017522,SKU_02586,9,False,False
OL_000076132,ORD_0017522,SKU_00159,3,False,False
OL_000076133,ORD_0017523,SKU_01856,5,False,True
OL_000076134,ORD_0017523,SKU_01596,16,False,False
OL_000076135,ORD_0017523,SKU_01890,11,False,True
OL_000076136,ORD_0017523,SKU_02605,4,True,False
OL_000076137,ORD_0017524,SKU_01683,2,False,True
OL_000076138,ORD_0017524,SKU_01016,2,False,False
OL_000076139,ORD_0017524,SKU_02220,4,False,False
OL_000076140,ORD_0017524,SKU_02564,6,True,False
OL_000076141,ORD_0017525,SKU_02915,1,False,True
OL_000076142,ORD_0017525,SKU_02890,4,True,False
OL_000076143,ORD_0017525,SKU_01455,3,False,False
OL_000076144,ORD_0017525,SKU_02702,2,False,True
OL_000076145,ORD_0017525,SKU_02248,2,True,False
OL_000076146,ORD_0017525,SKU_02533,13,False,False
OL_000076147,ORD_0017526,SKU_02510,5,True,False
OL_000076148,ORD_0017526,SKU_01840,5,False,False
OL_000076149,ORD_0017526,SKU_00634,4,False,False
OL_000076150,ORD_0017526,SKU_02125,4,True,False
OL_000076151,ORD_0017527,SKU_01187,7,True,False
