order_id,customer_id,warehouse_id,order_datetime,required_delivery_date,province,city,priority_level,order_status
ORD_0006318,CUST_00300,WH_016,2026-01-11 18:41:00,2026-01-12,Zhejiang,Hangzhou,high,picking
ORD_0006319,CUST_00530,WH_018,2026-01-11 19:48:00,2026-01-12,Jiangsu,Wuxi,normal,picking
ORD_0006320,CUST_00629,WH_011,2026-01-11 15:16:00,2026-01-12,Zhejiang,Wenzhou,normal,delivered
ORD_0006321,CUST_01128,WH_021,2026-01-11 07:05:00,2026-01-12,Guangdong,Guangzhou,normal,dispatched
ORD_0006322,CUST_00009,WH_028,2026-01-11 16:03:00,2026-01-13,Henan,Luoyang,normal,dispatched
ORD_0006323,CUST_00288,WH_026,2026-01-11 19:53:00,2026-01-12,Zhejiang,Ningbo,normal,picking
ORD_0006324,CUST_00426,WH_020,2026-01-11 10:07:00,2026-01-12,Jiangsu,Suzhou,urgent,pending
ORD_0006325,CUST_00146,WH_017,2026-01-11 06:16:00,2026-01-12,Jiangsu,Nanjing,urgent,picking
ORD_0006326,CUST_01406,WH_013,2026-01-11 19:49:00,2026-01-12,Sichuan,Deyang,normal,delivered
ORD_0006327,CUST_01080,WH_006,2026-01-11 14:54:00,2026-01-12,Zhejiang,Wenzhou,normal,picking
ORD_0006328,CUST_01895,WH_030,2026-01-11 15:38:00,2026-01-12,Guangdong,Guangzhou,normal,delivered
ORD_0006329,CUST_00923,WH_005,2026-01-11 15:10:00,2026-01-12,Guangdong,Guangzhou,high,picking
ORD_0006330,CUST_00577,WH_020,2026-01-11 19:29:00,2026-01-12,Zhejiang,Hangzhou,urgent,dispatched
ORD_0006331,CUST_00107,WH_001,2026-01-11 17:19:00,2026-01-12,Henan,Luoyang,normal,picking
ORD_0006332,CUST_01670,WH_003,2026-01-11 19:38:00,2026-01-12,Sichuan,Deyang,high,pending
ORD_0006333,CUST_01513,WH_013,2026-01-11 13:25:00,2026-01-12,Zhejiang,Hangzhou,normal,pending
ORD_0006334,CUST_01750,WH_019,2026-01-11 18:33:00,2026-01-12,Hubei,Yichang,normal,picked
ORD_0006335,CUST_00753,WH_013,2026-01-11 06:40:00,2026-01-12,Hubei,Yichang,normal,dispatched
ORD_0006336,CUST_01377,WH_025,2026-01-11 18:06:00,2026-01-12,Jiangsu,Suzhou,normal,dispatched
ORD_0006337,CUST_01454,WH_008,2026-01-11 07:26:00,2026-01-12,Shandong,Qingdao,normal,dispatched
ORD_0006338,CUST_01621,WH_022,2026-01-11 15:53:00,2026-01-12,Sichuan,Mianyang,normal,delivered
ORD_0006339,CUST_00316,WH_014,2026-01-11 17:49:00,2026-01-12,Sichuan,Deyang,normal,dispatched
ORD_0006340,CUST_00589,WH_020,2026-01-11 12:21:00,2026-01-12,Shandong,Jinan,normal,picked
ORD_0006341,CUST_00397,WH_021,2026-01-11 09:46:00,2026-01-12,Jiangsu,Nanjing,normal,picking
ORD_0006342,CUST_01331,WH_016,2026-01-11 17:40:00,2026-01-12,Hubei,Xiangyang,normal,dispatched
ORD_0006343,CUST_01977,WH_023,2026-01-11 17:45:00,2026-01-12,Sichuan,Chengdu,normal,dispatched
ORD_0006344,CUST_01192,WH_013,2026-01-11 10:58:00,2026-01-12,Jiangsu,Nanjing,high,picking
ORD_0006345,CUST_00239,WH_023,2026-01-11 18:52:00,2026-01-12,Sichuan,Chengdu,normal,pending
ORD_0006346,CUST_01638,WH_030,2026-01-11 07:55:00,2026-01-12,Shandong,Qingdao,normal,dispatched
ORD_0006347,CUST_01078,WH_020,2026-01-11 12:53:00,2026-01-12,Shandong,Qingdao,normal,delivered
ORD_0006348,CUST_00452,WH_004,2026-01-11 21:19:00,2026-01-12,Shandong,Qingdao,normal,dispatched
ORD_0006349,CUST_01523,WH_005,2026-01-11 11:20:00,2026-01-12,Henan,Zhengzhou,normal,dispatched
ORD_0006350,CUST_01255,WH_017,2026-01-11 21:04:00,2026-01-12,Guangdong,Shenzhen,normal,picked
ORD_0006351,CUST_00802,WH_025,2026-01-11 06:31:00,2026-01-12,Jiangsu,Suzhou,normal,picked
ORD_0006352,CUST_00127,WH_026,2026-01-11 17:53:00,2026-01-12,Henan,Luoyang,normal,delivered
ORD_0006353,CUST_00640,WH_019,2026-01-11 10:55:00,2026-01-12,Guangdong,Shenzhen,normal,pending
ORD_0006354,CUST_00670,WH_023,2026-01-11 12:07:00,2026-01-12,Zhejiang,Hangzhou,normal,dispatched
ORD_0006355,CUST_00516,WH_020,2026-01-11 18:16:00,2026-01-13,Hubei,Yichang,normal,picked
ORD_0006356,CUST_01462,WH_010,2026-01-11 13:38:00,2026-01-12,Zhejiang,Wenzhou,high,picked
ORD_0006357,CUST_01577,WH_010,2026-01-11 14:38:00,2026-01-12,Jiangsu,Suzhou,normal,delivered
ORD_0006358,CUST_01154,WH_022,2026-01-11 10:54:00,2026-01-12,Hubei,Yichang,normal,pending
ORD_0006359,CUST_00677,WH_018,2026-01-11 11:20:00,2026-01-12,Sichuan,Chengdu,normal,dispatched
ORD_0006360,CUST_00641,WH_004,2026-01-11 07:31:00,2026-01-12,Shandong,Jinan,normal,pending
ORD_0006361,CUST_01967,WH_003,2026-01-11 20:07:00,2026-01-12,Hubei,Xiangyang,high,picking
ORD_0006362,CUST_01680,WH_017,2026-01-11 15:23:00,2026-01-12,Henan,Zhengzhou,normal,dispatched
ORD_0006363,CUST_01720,WH_009,2026-01-11 12:09:00,2026-01-12,Guangdong,Dongguan,normal,delivered
ORD_0006364,CUST_00948,WH_005,2026-01-11 15:04:00,2026-01-13,Guangdong,Dongguan,urgent,picking
ORD_0006365,CUST_01704,WH_018,2026-01-11 09:58:00,2026-01-12,Zhejiang,Ningbo,normal,dispatched
ORD_0006366,CUST_01727,WH_006,2026-01-11 08:16:00,2026-01-12,Zhejiang,Wenzhou,normal,delivered
ORD_0006367,CUST_00656,WH_005,2026-01-11 13:55:00,2026-01-12,Guangdong,Guangzhou,normal,picked
ORD_0006368,CUST_00182,WH_007,2026-01-11 11:48:00,2026-01-12,Jiangsu,Nanjing,high,dispatched
ORD_0006369,CUST_00612,WH_018,2026-01-11 06:45:00,2026-01-12,Hubei,Xiangyang,normal,picking
ORD_0006370,CUST_01523,WH_002,2026-01-11 16:37:00,2026-01-12,Henan,Zhengzhou,normal,picked
ORD_0006371,CUST_01157,WH_028,2026-01-11 12:58:00,2026-01-12,Zhejiang,Ningbo,urgent,pending
ORD_0006372,CUST_01648,WH_030,2026-01-11 18:22:00,2026-01-12,Zhejiang,Hangzhou,normal,picked
ORD_0006373,CUST_00058,WH_017,2026-01-11 19:30:00,2026-01-12,Hubei,Yichang,normal,pending
ORD_0006374,CUST_00473,WH_002,2026-01-11 15:41:00,2026-01-12,Henan,Luoyang,normal,picking
ORD_0006375,CUST_00106,WH_029,2026-01-11 06:21:00,2026-01-12,Shandong,Qingdao,normal,pending
ORD_0006376,CUST_01213,WH_026,2026-01-11 08:33:00,2026-01-12,Sichuan,Deyang,high,picking
ORD_0006377,CUST_01646,WH_014,2026-01-11 10:00:00,2026-01-12,Sichuan,Deyang,normal,dispatched
ORD_0006378,CUST_01398,WH_018,2026-01-11 08:57:00,2026-01-12,Guangdong,Shenzhen,normal,dispatched
ORD_0006379,CUST_00866,WH_018,2026-01-11 15:46:00,2026-01-12,Zhejiang,Hangzhou,normal,picking
ORD_0006380,CUST_01717,WH_002,2026-01-11 18:03:00,2026-01-12,Guangdong,Guangzhou,normal,picked
ORD_0006381,CUST_01551,WH_006,2026-01-11 07:52:00,2026-01-12,Zhejiang,Wenzhou,normal,picking
ORD_0006382,CUST_01017,WH_026,2026-01-11 20:04:00,2026-01-12,Sichuan,Deyang,high,dispatched
ORD_0006383,CUST_00974,WH_019,2026-01-11 14:11:00,2026-01-12,Sichuan,Deyang,normal,dispatched
ORD_0006384,CUST_01471,WH_016,2026-01-11 16:11:00,2026-01-12,Jiangsu,Nanjing,urgent,picked
ORD_0006385,CUST_00804,WH_011,2026-01-11 21:02:00,2026-01-12,Hubei,Yichang,normal,delivered
ORD_0006386,CUST_01513,WH_024,2026-01-11 11:14:00,2026-01-12,Zhejiang,Hangzhou,normal,picking
ORD_0006387,CUST_00443,WH_017,2026-01-11 13:50:00,2026-01-12,Jiangsu,Nanjing,normal,delivered
ORD_0006388,CUST_01304,WH_024,2026-01-11 15:43:00,2026-01-13,Hubei,Yichang,normal,delivered
ORD_0006389,CUST_00071,WH_013,2026-01-11 13:58:00,2026-01-12,Hubei,Wuhan,normal,picked
ORD_0006390,CUST_01796,WH_025,2026-01-11 14:35:00,2026-01-12,Hubei,Xiangyang,normal,picking
ORD_0006391,CUST_00622,WH_010,2026-01-11 11:09:00,2026-01-13,Hubei,Yichang,normal,picking
ORD_0006392,CUST_00452,WH_002,2026-01-11 18:58:00,2026-01-12,Shandong,Qingdao,normal,picked
ORD_0006393,CUST_01341,WH_022,2026-01-11 13:34:00,2026-01-13,Jiangsu,Suzhou,urgent,picking
ORD_0006394,CUST_00676,WH_026,2026-01-11 14:17:00,2026-01-12,Shandong,Qingdao,high,dispatched
ORD_0006395,CUST_00609,WH_005,2026-01-11 12:39:00,2026-01-12,Zhejiang,Ningbo,normal,dispatched
ORD_0006396,CUST_01632,WH_005,2026-01-11 10:37:00,2026-01-12,Shandong,Yantai,normal,dispatched
ORD_0006397,CUST_01465,WH_022,2026-01-11 09:01:00,2026-01-12,Zhejiang,Ningbo,normal,pending
ORD_0006398,CUST_01003,WH_006,2026-01-11 13:22:00,2026-01-12,Hubei,Yichang,high,picked
ORD_0006399,CUST_01600,WH_005,2026-01-11 09:31:00,2026-01-12,Zhejiang,Ningbo,high,picking
ORD_0006400,CUST_00633,WH_020,2026-01-11 06:21:00,2026-01-12,Zhejiang,Wenzhou,normal,picking
ORD_0006401,CUST_00578,WH_024,2026-01-11 14:38:00,2026-01-13,Henan,Luoyang,normal,pending
ORD_0006402,CUST_00849,WH_023,2026-01-11 21:10:00,2026-01-12,Hubei,Yichang,urgent,picked
ORD_0006403,CUST_01759,WH_016,2026-01-11 10:18:00,2026-01-12,Guangdong,Dongguan,normal,dispatched
ORD_0006404,CUST_01842,WH_022,2026-01-11 21:57:00,2026-01-13,Shandong,Qingdao,normal,picking
ORD_0006405,CUST_00654,WH_029,2026-01-11 12:42:00,2026-01-12,Zhejiang,Hangzhou,normal,picking
ORD_0006406,CUST_00683,WH_020,2026-01-11 08:35:00,2026-01-12,Henan,Zhengzhou,high,delivered
ORD_0006407,CUST_00628,WH_008,2026-01-11 16:36:00,2026-01-12,Hubei,Wuhan,urgent,dispatched
ORD_0006408,CUST_00660,WH_003,2026-01-11 16:20:00,2026-01-12,Sichuan,Deyang,normal,delivered
ORD_0006409,CUST_01234,WH_026,2026-01-11 19:51:00,2026-01-12,Shandong,Qingdao,high,pending
ORD_0006410,CUST_01819,WH_013,2026-01-11 18:40:00,2026-01-13,Zhejiang,Ningbo,normal,dispatched
ORD_0006411,CUST_01511,WH_012,2026-01-11 19:43:00,2026-01-12,Sichuan,Chengdu,high,picking
ORD_0006412,CUST_01323,WH_011,2026-01-11 11:43:00,2026-01-12,Shandong,Jinan,normal,dispatched
ORD_0006413,CUST_01889,WH_001,2026-01-11 07:09:00,2026-01-12,Sichuan,Mianyang,high,picked
ORD_0006414,CUST_00083,WH_002,2026-01-11 10:05:00,2026-01-12,Sichuan,Mianyang,normal,picked
ORD_0006415,CUST_01362,WH_016,2026-01-11 16:32:00,2026-01-12,Sichuan,Deyang,normal,picked
ORD_0006416,CUST_00244,WH_002,2026-01-11 12:11:00,2026-01-12,Guangdong,Guangzhou,normal,delivered
ORD_0006417,CUST_00699,WH_014,2026-01-11 12:16:00,2026-01-12,Sichuan,Deyang,normal,picking
ORD_0006418,CUST_01307,WH_023,2026-01-11 15:07:00,2026-01-12,Guangdong,Guangzhou,normal,delivered
ORD_0006419,CUST_00948,WH_006,2026-01-11 21:46:00,2026-01-12,Guangdong,Dongguan,normal,picked
ORD_0006420,CUST_01047,WH_022,2026-01-11 08:05:00,2026-01-12,Guangdong,Guangzhou,high,delivered
ORD_0006421,CUST_01971,WH_016,2026-01-11 14:45:00,2026-01-13,Hubei,Yichang,normal,picking
ORD_0006422,CUST_01592,WH_016,2026-01-11 21:49:00,2026-01-12,Zhejiang,Hangzhou,normal,picking
ORD_0006423,CUST_00996,WH_021,2026-01-11 09:41:00,2026-01-12,Shandong,Qingdao,high,delivered
ORD_0006424,CUST_00034,WH_001,2026-01-11 09:41:00,2026-01-12,Sichuan,Deyang,urgent,picked
ORD_0006425,CUST_01849,WH_014,2026-01-11 10:07:00,2026-01-12,Henan,Kaifeng,normal,picked
ORD_0006426,CUST_00120,WH_018,2026-01-11 19:14:00,2026-01-13,Guangdong,Dongguan,normal,dispatched
ORD_0006427,CUST_00567,WH_022,2026-01-11 19:08:00,2026-01-12,Hubei,Wuhan,high,delivered
ORD_0006428,CUST_00360,WH_013,2026-01-11 09:20:00,2026-01-13,Zhejiang,Ningbo,normal,picked
ORD_0006429,CUST_01191,WH_018,2026-01-11 17:38:00,2026-01-12,Guangdong,Guangzhou,normal,picking
ORD_0006430,CUST_01470,WH_029,2026-01-11 14:43:00,2026-01-12,Sichuan,Mianyang,normal,dispatched
ORD_0006431,CUST_01978,WH_001,2026-01-11 07:44:00,2026-01-13,Zhejiang,Hangzhou,normal,picking
ORD_0006432,CUST_01349,WH_006,2026-01-11 17:59:00,2026-01-12,Guangdong,Dongguan,high,picked
ORD_0006433,CUST_01447,WH_030,2026-01-11 06:06:00,2026-01-12,Zhejiang,Wenzhou,normal,picked
ORD_0006434,CUST_00677,WH_018,2026-01-11 06:57:00,2026-01-13,Sichuan,Chengdu,normal,picked
ORD_0006435,CUST_01523,WH_011,2026-01-11 16:21:00,2026-01-12,Henan,Zhengzhou,normal,picked
ORD_0006436,CUST_00854,WH_006,2026-01-11 15:46:00,2026-01-12,Zhejiang,Wenzhou,normal,pending
ORD_0006437,CUST_00088,WH_012,2026-01-11 08:05:00,2026-01-12,Henan,Kaifeng,high,picking
ORD_0006438,CUST_00497,WH_004,2026-01-11 15:07:00,2026-01-12,Zhejiang,Ningbo,normal,dispatched
ORD_0006439,CUST_01979,WH_005,2026-01-11 12:10:00,2026-01-12,Zhejiang,Wenzhou,normal,picking
ORD_0006440,CUST_01749,WH_024,2026-01-11 07:15:00,2026-01-12,Shandong,Qingdao,normal,pending
ORD_0006441,CUST_01915,WH_014,2026-01-11 09:29:00,2026-01-12,Shandong,Yantai,high,dispatched
ORD_0006442,CUST_00976,WH_013,2026-01-11 07:39:00,2026-01-12,Jiangsu,Wuxi,high,pending
ORD_0006443,CUST_01863,WH_029,2026-01-11 10:34:00,2026-01-12,Shandong,Jinan,normal,dispatched
ORD_0006444,CUST_00266,WH_014,2026-01-11 21:28:00,2026-01-12,Shandong,Jinan,high,picking
ORD_0006445,CUST_01221,WH_029,2026-01-11 12:59:00,2026-01-12,Jiangsu,Wuxi,normal,pending
ORD_0006446,CUST_00524,WH_013,2026-01-11 20:53:00,2026-01-12,Zhejiang,Wenzhou,normal,picked
ORD_0006447,CUST_00199,WH_005,2026-01-11 12:57:00,2026-01-12,Guangdong,Shenzhen,normal,pending
ORD_0006448,CUST_01273,WH_010,2026-01-11 13:16:00,2026-01-12,Zhejiang,Wenzhou,high,picked
ORD_0006449,CUST_01759,WH_017,2026-01-11 19:05:00,2026-01-12,Guangdong,Dongguan,normal,pending
ORD_0006450,CUST_00919,WH_008,2026-01-11 14:33:00,2026-01-12,Jiangsu,Suzhou,normal,picked
ORD_0006451,CUST_00055,WH_015,2026-01-11 15:21:00,2026-01-13,Guangdong,Guangzhou,normal,picked
ORD_0006452,CUST_01679,WH_007,2026-01-11 07:12:00,2026-01-13,Hubei,Xiangyang,normal,dispatched
ORD_0006453,CUST_00378,WH_006,2026-01-11 06:07:00,2026-01-12,Hubei,Xiangyang,normal,dispatched
ORD_0006454,CUST_00533,WH_006,2026-01-11 21:14:00,2026-01-13,Sichuan,Deyang,normal,picking
ORD_0006455,CUST_00259,WH_004,2026-01-11 15:24:00,2026-01-12,Sichuan,Deyang,normal,picking
ORD_0006456,CUST_00487,WH_010,2026-01-11 12:42:00,2026-01-12,Guangdong,Dongguan,normal,dispatched
ORD_0006457,CUST_01613,WH_010,2026-01-11 12:07:00,2026-01-12,Jiangsu,Wuxi,normal,dispatched
ORD_0006458,CUST_00398,WH_021,2026-01-11 14:17:00,2026-01-12,Sichuan,Mianyang,normal,picked
ORD_0006459,CUST_01536,WH_025,2026-01-11 06:21:00,2026-01-12,Henan,Kaifeng,urgent,pending
ORD_0006460,CUST_01062,WH_012,2026-01-11 07:12:00,2026-01-12,Zhejiang,Wenzhou,normal,picked
ORD_0006461,CUST_01480,WH_022,2026-01-11 07:15:00,2026-01-12,Zhejiang,Hangzhou,normal,pending
ORD_0006462,CUST_00834,WH_005,2026-01-11 14:56:00,2026-01-12,Sichuan,Chengdu,urgent,dispatched
ORD_0006463,CUST_00831,WH_014,2026-01-11 21:41:00,2026-01-12,Zhejiang,Ningbo,high,picked
ORD_0006464,CUST_01817,WH_024,2026-01-11 14:32:00,2026-01-12,Shandong,Jinan,normal,dispatched
ORD_0006465,CUST_01815,WH_017,2026-01-11 13:11:00,2026-01-13,Henan,Zhengzhou,high,delivered
ORD_0006466,CUST_00275,WH_012,2026-01-11 17:20:00,2026-01-12,Sichuan,Deyang,normal,picked
ORD_0006467,CUST_00400,WH_028,2026-01-11 18:44:00,2026-01-12,Guangdong,Guangzhou,normal,picked
ORD_0006468,CUST_01988,WH_030,2026-01-11 09:38:00,2026-01-13,Henan,Kaifeng,normal,picked
ORD_0006469,CUST_01097,WH_014,2026-01-11 21:49:00,2026-01-12,Sichuan,Mianyang,high,dispatched
ORD_0006470,CUST_01714,WH_025,2026-01-11 18:53:00,2026-01-13,Sichuan,Deyang,normal,dispatched
ORD_0006471,CUST_01074,WH_013,2026-01-11 14:44:00,2026-01-12,Sichuan,Deyang,normal,dispatched
ORD_0006472,CUST_01366,WH_023,2026-01-11 08:40:00,2026-01-12,Sichuan,Deyang,normal,picking
ORD_0006473,CUST_01279,WH_001,2026-01-11 19:50:00,2026-01-12,Hubei,Wuhan,high,pending
ORD_0006474,CUST_00592,WH_014,2026-01-11 07:36:00,2026-01-12,Zhejiang,Wenzhou,normal,dispatched
ORD_0006475,CUST_00425,WH_012,2026-01-11 17:18:00,2026-01-12,Sichuan,Chengdu,normal,dispatched
ORD_0006476,CUST_00892,WH_007,2026-01-11 11:13:00,2026-01-12,Hubei,Wuhan,normal,delivered
ORD_0006477,CUST_00967,WH_009,2026-01-11 12:27:00,2026-01-12,Shandong,Jinan,normal,picking
ORD_0006478,CUST_00533,WH_005,2026-01-11 20:22:00,2026-01-12,Sichuan,Deyang,normal,pending
ORD_0006479,CUST_00311,WH_008,2026-01-11 13:21:00,2026-01-12,Zhejiang,Hangzhou,normal,pending
ORD_0006480,CUST_01962,WH_020,2026-01-11 21:36:00,2026-01-12,Jiangsu,Nanjing,normal,picked
ORD_0006481,CUST_01957,WH_010,2026-01-11 07:48:00,2026-01-13,Henan,Zhengzhou,high,picking
ORD_0006482,CUST_01372,WH_028,2026-01-11 21:43:00,2026-01-13,Hubei,Wuhan,normal,pending
ORD_0006483,CUST_01072,WH_008,2026-01-11 15:22:00,2026-01-12,Guangdong,Dongguan,normal,picking
ORD_0006484,CUST_00152,WH_014,2026-01-11 15:11:00,2026-01-13,Shandong,Qingdao,urgent,picked
ORD_0006485,CUST_01923,WH_027,2026-01-11 18:21:00,2026-01-12,Guangdong,Guangzhou,high,dispatched
ORD_0006486,CUST_01055,WH_013,2026-01-11 10:34:00,2026-01-12,Sichuan,Chengdu,high,picking
ORD_0006487,CUST_01274,WH_025,2026-01-11 19:30:00,2026-01-12,Zhejiang,Hangzhou,normal,pending
ORD_0006488,CUST_00822,WH_012,2026-01-11 09:22:00,2026-01-12,Jiangsu,Wuxi,normal,dispatched
ORD_0006489,CUST_01701,WH_016,2026-01-11 10:39:00,2026-01-12,Zhejiang,Ningbo,normal,picked
ORD_0006490,CUST_00255,WH_009,2026-01-11 19:31:00,2026-01-12,Guangdong,Guangzhou,normal,pending
ORD_0006491,CUST_00926,WH_013,2026-01-11 20:06:00,2026-01-12,Jiangsu,Suzhou,normal,picking
ORD_0006492,CUST_00250,WH_016,2026-01-11 08:59:00,2026-01-12,Zhejiang,Wenzhou,normal,dispatched
ORD_0006493,CUST_01019,WH_011,2026-01-11 16:49:00,2026-01-12,Zhejiang,Ningbo,normal,delivered
ORD_0006494,CUST_01458,WH_028,2026-01-11 08:20:00,2026-01-12,Sichuan,Mianyang,high,dispatched
ORD_0006495,CUST_00664,WH_030,2026-01-11 09:10:00,2026-01-12,Jiangsu,Nanjing,high,dispatched
ORD_0006496,CUST_00306,WH_021,2026-01-11 13:30:00,2026-01-12,Zhejiang,Ningbo,normal,dispatched
ORD_0006497,CUST_01538,WH_013,2026-01-11 11:42:00,2026-01-12,Shandong,Qingdao,urgent,picking
ORD_0006498,CUST_00179,WH_002,2026-01-11 15:30:00,2026-01-12,Guangdong,Shenzhen,normal,dispatched
ORD_0006499,CUST_00364,WH_005,2026-01-11 17:43:00,2026-01-12,Zhejiang,Ningbo,urgent,picked
ORD_0006500,CUST_01579,WH_007,2026-01-11 07:04:00,2026-01-12,Guangdong,Dongguan,normal,picked
ORD_0006501,CUST_01175,WH_011,2026-01-11 18:27:00,2026-01-12,Henan,Luoyang,normal,picked
ORD_0006502,CUST_00673,WH_019,2026-01-11 11:00:00,2026-01-12,Zhejiang,Hangzhou,normal,pending
ORD_0006503,CUST_01443,WH_023,2026-01-11 08:24:00,2026-01-13,Shandong,Qingdao,normal,picked
ORD_0006504,CUST_00126,WH_021,2026-01-11 21:02:00,2026-01-12,Jiangsu,Nanjing,normal,picked
ORD_0006505,CUST_00264,WH_021,2026-01-11 18:09:00,2026-01-12,Jiangsu,Nanjing,normal,picked
ORD_0006506,CUST_00822,WH_011,2026-01-11 16:17:00,2026-01-12,Jiangsu,Wuxi,normal,picked
ORD_0006507,CUST_01329,WH_024,2026-01-11 10:24:00,2026-01-12,Guangdong,Guangzhou,normal,dispatched
ORD_0006508,CUST_01080,WH_002,2026-01-11 15:08:00,2026-01-12,Zhejiang,Wenzhou,normal,picked
ORD_0006509,CUST_00105,WH_015,2026-01-11 08:43:00,2026-01-12,Sichuan,Chengdu,normal,picked
ORD_0006510,CUST_00825,WH_010,2026-01-11 13:30:00,2026-01-12,Hubei,Yichang,urgent,dispatched
ORD_0006511,CUST_00187,WH_004,2026-01-11 11:26:00,2026-01-13,Hubei,Yichang,normal,dispatched
ORD_0006512,CUST_01697,WH_021,2026-01-11 19:58:00,2026-01-12,Zhejiang,Hangzhou,normal,pending
ORD_0006513,CUST_01543,WH_001,2026-01-11 19:35:00,2026-01-12,Sichuan,Mianyang,high,picked
ORD_0006514,CUST_01855,WH_018,2026-01-11 18:20:00,2026-01-12,Jiangsu,Nanjing,normal,dispatched
ORD_0006515,CUST_01689,WH_010,2026-01-11 12:18:00,2026-01-12,Henan,Luoyang,high,delivered
ORD_0006516,CUST_00113,WH_013,2026-01-11 20:27:00,2026-01-12,Hubei,Yichang,normal,dispatched
ORD_0006517,CUST_01436,WH_016,2026-01-11 06:17:00,2026-01-12,Sichuan,Deyang,normal,dispatched
ORD_0006518,CUST_00211,WH_010,2026-01-11 17:25:00,2026-01-12,Zhejiang,Hangzhou,normal,picked
ORD_0006519,CUST_01135,WH_009,2026-01-11 17:54:00,2026-01-12,Jiangsu,Wuxi,normal,dispatched
ORD_0006520,CUST_00180,WH_010,2026-01-11 18:18:00,2026-01-13,Sichuan,Deyang,urgent,picking
ORD_0006521,CUST_01557,WH_016,2026-01-11 14:42:00,2026-01-13,Shandong,Qingdao,high,dispatched
ORD_0006522,CUST_01317,WH_012,2026-01-11 07:54:00,2026-01-12,Henan,Zhengzhou,urgent,pending
ORD_0006523,CUST_01725,WH_008,2026-01-11 09:06:00,2026-01-12,Zhejiang,Ningbo,normal,dispatched
ORD_0006524,CUST_01169,WH_005,2026-01-11 15:54:00,2026-01-12,Henan,Zhengzhou,normal,picked
ORD_0006525,CUST_01163,WH_007,2026-01-11 06:51:00,2026-01-12,Guangdong,Dongguan,normal,dispatched
ORD_0006526,CUST_01207,WH_029,2026-01-11 10:44:00,2026-01-12,Hubei,Yichang,urgent,picked
ORD_0006527,CUST_01795,WH_012,2026-01-11 06:20:00,2026-01-13,Zhejiang,Hangzhou,high,picking
ORD_0006528,CUST_01403,WH_003,2026-01-11 07:10:00,2026-01-12,Jiangsu,Nanjing,high,delivered
ORD_0006529,CUST_01516,WH_014,2026-01-11 14:05:00,2026-01-12,Guangdong,Guangzhou,normal,picking
ORD_0006530,CUST_01027,WH_013,2026-01-11 16:32:00,2026-01-12,Hubei,Yichang,normal,dispatched
ORD_0006531,CUST_00621,WH_026,2026-01-11 18:14:00,2026-01-12,Zhejiang,Ningbo,high,picked
ORD_0006532,CUST_00436,WH_024,2026-01-11 13:53:00,2026-01-12,Shandong,Qingdao,normal,picking
ORD_0006533,CUST_01495,WH_010,2026-01-11 16:12:00,2026-01-12,Zhejiang,Hangzhou,high,picked
ORD_0006534,CUST_01282,WH_016,2026-01-11 06:59:00,2026-01-12,Jiangsu,Wuxi,high,dispatched
ORD_0006535,CUST_01982,WH_019,2026-01-11 10:22:00,2026-01-12,Zhejiang,Hangzhou,normal,delivered
ORD_0006536,CUST_01931,WH_007,2026-01-11 06:20:00,2026-01-13,Zhejiang,Ningbo,normal,picking
ORD_0006537,CUST_00564,WH_018,2026-01-11 06:36:00,2026-01-12,Jiangsu,Nanjing,normal,delivered
ORD_0006538,CUST_00867,WH_029,2026-01-11 06:03:00,2026-01-12,Hubei,Wuhan,urgent,picked
ORD_0006539,CUST_00940,WH_016,2026-01-11 09:07:00,2026-01-12,Hubei,Wuhan,normal,dispatched
ORD_0006540,CUST_01200,WH_019,2026-01-11 21:39:00,2026-01-12,Henan,Zhengzhou,normal,dispatched
ORD_0006541,CUST_00884,WH_009,2026-01-11 15:23:00,2026-01-12,Sichuan,Mianyang,normal,dispatched
ORD_0006542,CUST_00394,WH_020,2026-01-11 18:50:00,2026-01-12,Shandong,Jinan,normal,picked
ORD_0006543,CUST_00726,WH_028,2026-01-11 13:44:00,2026-01-12,Hubei,Xiangyang,normal,picking
ORD_0006544,CUST_00504,WH_019,2026-01-11 06:50:00,2026-01-12,Shandong,Yantai,normal,dispatched
ORD_0006545,CUST_01755,WH_014,2026-01-11 12:09:00,2026-01-12,Jiangsu,Nanjing,normal,picking
ORD_0006546,CUST_01479,WH_010,2026-01-11 17:56:00,2026-01-12,Zhejiang,Ningbo,high,picked
ORD_0006547,CUST_00938,WH_017,2026-01-11 12:59:00,2026-01-12,Zhejiang,Hangzhou,normal,delivered
ORD_0006548,CUST_01963,WH_002,2026-01-11 16:46:00,2026-01-12,Zhejiang,Ningbo,normal,picking
ORD_0006549,CUST_00592,WH_013,2026-01-11 08:48:00,2026-01-12,Zhejiang,Wenzhou,normal,pending
ORD_0006550,CUST_00003,WH_008,2026-01-11 08:43:00,2026-01-12,Sichuan,Mianyang,normal,delivered
ORD_0006551,CUST_01116,WH_005,2026-01-11 15:39:00,2026-01-12,Hubei,Yichang,normal,dispatched
ORD_0006552,CUST_00299,WH_003,2026-01-11 16:10:00,2026-01-12,Zhejiang,Ningbo,normal,picked
ORD_0006553,CUST_00591,WH_006,2026-01-11 06:36:00,2026-01-13,Jiangsu,Nanjing,urgent,picked
ORD_0006554,CUST_01278,WH_011,2026-01-11 06:17:00,2026-01-12,Zhejiang,Wenzhou,normal,picked
