inventory_id,warehouse_id,bin_id,sku_id,batch_id,manufacture_date,expiry_date,received_date,quantity_available,quantity_reserved,quality_status,days_to_expiry
INV_0004798,WH_006,WH_006_AMBIENT_168,SKU_02281,BATCH_0004798,2025-09-15,2026-10-13,2025-09-18,46,9,good,139
INV_0004799,WH_005,WH_005_AMBIENT_038,SKU_02039,BATCH_0004799,2025-08-05,2026-08-31,2025-08-16,163,20,good,96
INV_0004800,WH_006,WH_006_COLD_039,SKU_02367,BATCH_0004800,2026-01-23,2027-01-23,2026-02-04,66,0,good,241
INV_0004801,WH_028,WH_028_AMBIENT_012,SKU_01895,BATCH_0004801,2025-05-21,2027-01-26,2025-05-27,18,5,good,244
INV_0004802,WH_012,WH_012_AMBIENT_095,SKU_01059,BATCH_0004802,2025-04-29,2027-02-08,2025-05-04,9,0,good,257
INV_0004803,WH_005,WH_005_AMBIENT_002,SKU_00428,BATCH_0004803,2025-11-27,2027-01-01,2025-11-29,8,0,good,219
INV_0004804,WH_026,WH_026_COLD_078,SKU_01955,BATCH_0004804,2025-07-14,2026-07-14,2025-07-27,58,0,good,48
INV_0004805,WH_007,WH_007_AMBIENT_009,SKU_01133,BATCH_0004805,2025-08-23,2026-08-23,2025-08-26,29,0,good,88
INV_0004806,WH_013,WH_013_COOL_015,SKU_01716,BATCH_0004806,2025-06-28,2027-06-28,2025-07-05,6,0,good,397
INV_0004807,WH_011,WH_011_AMBIENT_189,SKU_00221,BATCH_0004807,2026-02-22,2027-02-22,2026-02-23,4,0,good,271
INV_0004808,WH_004,WH_004_AMBIENT_199,SKU_01284,BATCH_0004808,2025-10-05,2028-09-29,2025-10-07,19,0,good,856
INV_0004809,WH_015,WH_015_COLD_060,SKU_00489,BATCH_0004809,2026-05-08,2026-10-23,2026-05-14,27,2,good,149
INV_0004810,WH_019,WH_019_COLD_099,SKU_00656,BATCH_0004810,2025-10-13,2026-10-13,2025-10-15,90,0,good,139
INV_0004811,WH_023,WH_023_COLD_154,SKU_01295,BATCH_0004811,2026-05-06,2026-10-14,2026-05-09,3,0,good,140
INV_0004812,WH_025,WH_025_AMBIENT_056,SKU_00611,BATCH_0004812,2025-10-01,2027-12-06,2025-10-14,31,0,good,558
INV_0004813,WH_020,WH_020_AMBIENT_082,SKU_00071,BATCH_0004813,2024-06-21,2027-04-01,2024-06-23,29,9,good,309
INV_0004814,WH_011,WH_011_AMBIENT_082,SKU_01973,BATCH_0004814,2025-09-29,2027-02-16,2025-10-08,21,6,good,265
INV_0004815,WH_020,WH_020_COLD_054,SKU_00652,BATCH_0004815,2026-01-13,2027-01-13,2026-01-17,33,10,good,231
INV_0004816,WH_015,WH_015_COOL_059,SKU_01908,BATCH_0004816,2026-04-14,2027-08-31,2026-04-19,4,0,good,461
INV_0004817,WH_010,WH_010_COLD_042,SKU_01108,BATCH_0004817,2026-02-28,2027-02-28,2026-03-12,7,0,good,277
INV_0004818,WH_007,WH_007_AMBIENT_123,SKU_00680,BATCH_0004818,2025-06-26,2028-01-15,2025-06-27,70,0,good,598
INV_0004819,WH_028,WH_028_COLD_096,SKU_02005,BATCH_0004819,2026-04-30,2027-04-30,2026-05-08,144,0,good,338
INV_0004820,WH_004,WH_004_COOL_151,SKU_01142,BATCH_0004820,2025-10-24,2027-02-24,2025-10-31,16,0,good,273
INV_0004821,WH_017,WH_017_FROZEN_178,SKU_02415,BATCH_0004821,2026-05-26,2028-04-23,2026-05-30,56,2,good,697
INV_0004822,WH_027,WH_027_AMBIENT_150,SKU_01876,BATCH_0004822,2025-08-18,2026-08-18,2025-08-20,19,1,good,83
INV_0004823,WH_007,WH_007_AMBIENT_195,SKU_00159,BATCH_0004823,2025-08-03,2026-08-03,2025-08-05,1,0,good,68
INV_0004824,WH_002,WH_002_AMBIENT_075,SKU_02501,BATCH_0004824,2026-04-25,2027-06-20,2026-05-05,7,0,good,389
INV_0004825,WH_007,WH_007_COOL_179,SKU_02089,BATCH_0004825,2026-03-01,2027-05-11,2026-03-05,2,0,good,349
INV_0004826,WH_004,WH_004_COOL_030,SKU_01868,BATCH_0004826,2024-09-20,2026-09-20,2024-09-29,30,0,good,116
INV_0004827,WH_027,WH_027_AMBIENT_020,SKU_02324,BATCH_0004827,2026-04-10,2027-05-28,2026-04-15,47,0,good,366
INV_0004828,WH_026,WH_026_COLD_136,SKU_02277,BATCH_0004828,2025-08-25,2026-08-25,2025-08-28,14,4,good,90
INV_0004829,WH_006,WH_006_AMBIENT_144,SKU_02346,BATCH_0004829,2025-09-25,2026-12-13,2025-10-06,47,8,good,200
INV_0004830,WH_003,WH_003_COLD_181,SKU_01557,BATCH_0004830,2026-03-10,2026-12-11,2026-03-14,7,0,good,198
INV_0004831,WH_018,WH_018_AMBIENT_045,SKU_02825,BATCH_0004831,2024-07-24,2027-03-06,2024-07-25,21,0,good,283
INV_0004832,WH_016,WH_016_AMBIENT_095,SKU_00835,BATCH_0004832,2026-03-10,2027-03-10,2026-03-23,4,1,good,287
INV_0004833,WH_007,WH_007_AMBIENT_099,SKU_02199,BATCH_0004833,2025-12-28,2028-08-30,2026-01-09,9,0,good,826
INV_0004834,WH_009,WH_009_COOL_183,SKU_01428,BATCH_0004834,2024-09-03,2026-08-15,2024-09-14,16,0,good,80
INV_0004835,WH_006,WH_006_COOL_107,SKU_01430,BATCH_0004835,2025-07-08,2027-06-22,2025-07-13,11,0,good,391
INV_0004836,WH_002,WH_002_COLD_045,SKU_02267,BATCH_0004836,2026-01-07,2026-09-20,2026-01-16,14,2,good,116
INV_0004837,WH_021,WH_021_COOL_149,SKU_00884,BATCH_0004837,2024-10-30,2026-10-30,2024-11-08,92,0,good,156
INV_0004838,WH_001,WH_001_AMBIENT_024,SKU_02447,BATCH_0004838,2025-12-26,2028-11-04,2026-01-01,5,1,good,892
INV_0004839,WH_008,WH_008_AMBIENT_016,SKU_01706,BATCH_0004839,2025-08-25,2027-07-22,2025-09-06,49,0,good,421
INV_0004840,WH_019,WH_019_COLD_156,SKU_00749,BATCH_0004840,2025-07-07,2026-07-07,2025-07-11,9,0,good,41
INV_0004841,WH_004,WH_004_AMBIENT_150,SKU_01209,BATCH_0004841,2026-02-18,2027-08-06,2026-03-03,35,0,good,436
INV_0004842,WH_016,WH_016_AMBIENT_074,SKU_01121,BATCH_0004842,2025-09-29,2026-09-29,2025-10-03,11,0,good,125
INV_0004843,WH_013,WH_013_AMBIENT_031,SKU_02985,BATCH_0004843,2025-05-12,2026-07-20,2025-05-13,5,0,good,54
INV_0004844,WH_005,WH_005_AMBIENT_197,SKU_00843,BATCH_0004844,2026-03-02,2027-05-09,2026-03-08,4,0,good,347
INV_0004845,WH_008,WH_008_AMBIENT_070,SKU_00382,BATCH_0004845,2026-03-24,2028-07-04,2026-03-29,156,0,good,769
INV_0004846,WH_030,WH_030_FROZEN_016,SKU_01993,BATCH_0004846,2026-02-06,2027-04-02,2026-02-10,15,0,good,310
INV_0004847,WH_028,WH_028_COOL_152,SKU_00364,BATCH_0004847,2025-03-13,2027-03-13,2025-03-26,64,0,good,290
INV_0004848,WH_010,WH_010_AMBIENT_070,SKU_02683,BATCH_0004848,2025-10-17,2027-08-21,2025-10-18,56,0,good,451
INV_0004849,WH_013,WH_013_AMBIENT_044,SKU_01834,BATCH_0004849,2025-02-22,2026-12-13,2025-03-06,1,0,good,200
INV_0004850,WH_019,WH_019_AMBIENT_023,SKU_00914,BATCH_0004850,2025-11-14,2026-11-14,2025-11-17,7,1,good,171
INV_0004851,WH_021,WH_021_AMBIENT_153,SKU_00547,BATCH_0004851,2025-07-03,2027-05-13,2025-07-12,111,0,good,351
INV_0004852,WH_028,WH_028_COLD_091,SKU_00256,BATCH_0004852,2026-03-06,2027-03-06,2026-03-12,0,0,good,283
INV_0004853,WH_012,WH_012_AMBIENT_028,SKU_02617,BATCH_0004853,2025-09-17,2027-04-10,2025-09-18,10,0,good,318
INV_0004854,WH_007,WH_007_AMBIENT_166,SKU_02230,BATCH_0004854,2025-08-25,2026-08-25,2025-09-07,16,0,good,90
INV_0004855,WH_026,WH_026_AMBIENT_099,SKU_00063,BATCH_0004855,2025-10-14,2027-02-20,2025-10-15,132,8,good,269
INV_0004856,WH_019,WH_019_COLD_038,SKU_01131,BATCH_0004856,2026-05-27,2026-10-24,2026-06-06,16,0,good,150
INV_0004857,WH_009,WH_009_AMBIENT_048,SKU_00767,BATCH_0004857,2024-07-03,2026-09-03,2024-07-04,29,0,good,99
INV_0004858,WH_024,WH_024_COLD_083,SKU_01670,BATCH_0004858,2026-01-16,2027-01-16,2026-01-27,16,0,good,234
INV_0004859,WH_020,WH_020_COOL_138,SKU_00950,BATCH_0004859,2025-02-26,2027-02-26,2025-03-09,10,0,good,275
INV_0004860,WH_015,WH_015_AMBIENT_185,SKU_01870,BATCH_0004860,2026-02-20,2027-05-10,2026-02-25,168,0,good,348
INV_0004861,WH_030,WH_030_AMBIENT_077,SKU_02400,BATCH_0004861,2025-07-21,2026-07-21,2025-08-02,5,0,good,55
INV_0004862,WH_007,WH_007_AMBIENT_187,SKU_00890,BATCH_0004862,2025-08-09,2026-12-03,2025-08-17,14,3,good,190
INV_0004863,WH_014,WH_014_COLD_016,SKU_02459,BATCH_0004863,2025-08-10,2026-08-10,2025-08-14,13,0,good,75
INV_0004864,WH_008,WH_008_FROZEN_040,SKU_02671,BATCH_0004864,2026-03-02,2028-03-01,2026-03-15,8,1,good,644
INV_0004865,WH_024,WH_024_AMBIENT_169,SKU_01948,BATCH_0004865,2026-03-26,2029-02-23,2026-03-30,2,0,good,1003
INV_0004866,WH_027,WH_027_COLD_123,SKU_01884,BATCH_0004866,2025-09-16,2026-09-16,2025-09-18,10,0,good,112
INV_0004867,WH_004,WH_004_COOL_193,SKU_02978,BATCH_0004867,2025-03-22,2027-03-22,2025-03-23,16,0,good,299
INV_0004868,WH_001,WH_001_AMBIENT_097,SKU_02652,BATCH_0004868,2025-06-29,2026-11-24,2025-07-10,103,0,good,181
INV_0004869,WH_025,WH_025_COOL_085,SKU_00810,BATCH_0004869,2026-02-23,2028-02-23,2026-02-26,3,0,good,637
INV_0004870,WH_003,WH_003_AMBIENT_082,SKU_00191,BATCH_0004870,2025-04-22,2027-11-10,2025-05-05,32,0,good,532
INV_0004871,WH_027,WH_027_COLD_063,SKU_02992,BATCH_0004871,2025-10-25,2026-10-25,2025-11-03,42,4,good,151
INV_0004872,WH_023,WH_023_COLD_146,SKU_01742,BATCH_0004872,2026-01-09,2026-11-27,2026-01-10,61,0,good,184
INV_0004873,WH_026,WH_026_COLD_169,SKU_00461,BATCH_0004873,2026-02-26,2027-02-26,2026-03-02,43,0,good,275
INV_0004874,WH_003,WH_003_AMBIENT_116,SKU_01929,BATCH_0004874,2025-08-19,2026-08-19,2025-08-30,57,0,good,84
INV_0004875,WH_016,WH_016_COOL_179,SKU_02692,BATCH_0004875,2025-03-02,2027-03-02,2025-03-15,3,1,good,279
INV_0004876,WH_014,WH_014_COOL_167,SKU_02486,BATCH_0004876,2025-11-22,2027-11-22,2025-12-02,122,0,good,544
INV_0004877,WH_015,WH_015_AMBIENT_108,SKU_02590,BATCH_0004877,2024-07-10,2027-05-22,2024-07-21,71,18,good,360
INV_0004878,WH_022,WH_022_AMBIENT_041,SKU_00052,BATCH_0004878,2024-04-25,2027-01-11,2024-04-29,40,0,good,229
INV_0004879,WH_011,WH_011_AMBIENT_064,SKU_01659,BATCH_0004879,2025-10-21,2027-05-18,2025-10-26,69,0,good,356
INV_0004880,WH_011,WH_011_AMBIENT_199,SKU_00636,BATCH_0004880,2025-08-21,2026-12-22,2025-08-25,18,0,good,209
INV_0004881,WH_015,WH_015_COLD_141,SKU_01057,BATCH_0004881,2025-08-01,2026-08-01,2025-08-09,78,0,good,66
INV_0004882,WH_008,WH_008_AMBIENT_096,SKU_02914,BATCH_0004882,2025-09-16,2026-09-16,2025-09-25,3,0,good,112
INV_0004883,WH_007,WH_007_COOL_083,SKU_00330,BATCH_0004883,2026-03-29,2027-04-16,2026-04-09,85,27,good,324
INV_0004884,WH_009,WH_009_COOL_185,SKU_01856,BATCH_0004884,2025-12-27,2027-12-27,2026-01-04,25,0,good,579
INV_0004885,WH_024,WH_024_COOL_034,SKU_00093,BATCH_0004885,2025-07-17,2027-07-17,2025-07-27,4,0,good,416
INV_0004886,WH_021,WH_021_AMBIENT_009,SKU_01207,BATCH_0004886,2024-05-09,2026-08-23,2024-05-15,7,0,good,88
INV_0004887,WH_007,WH_007_AMBIENT_181,SKU_02536,BATCH_0004887,2024-07-07,2026-10-10,2024-07-15,5,0,good,136
INV_0004888,WH_021,WH_021_COLD_077,SKU_01955,BATCH_0004888,2025-07-26,2026-07-26,2025-08-04,200,0,good,60
INV_0004889,WH_012,WH_012_COLD_083,SKU_00069,BATCH_0004889,2025-11-13,2026-10-10,2025-11-14,23,0,good,136
INV_0004890,WH_004,WH_004_COLD_121,SKU_02984,BATCH_0004890,2025-09-03,2026-09-03,2025-09-06,32,0,good,99
INV_0004891,WH_009,WH_009_COOL_061,SKU_02959,BATCH_0004891,2025-12-12,2027-12-12,2025-12-24,39,0,good,564
INV_0004892,WH_027,WH_027_AMBIENT_122,SKU_02933,BATCH_0004892,2024-10-04,2026-12-10,2024-10-05,15,0,good,197
INV_0004893,WH_030,WH_030_COLD_180,SKU_00054,BATCH_0004893,2026-04-10,2027-04-10,2026-04-23,49,0,good,318
INV_0004894,WH_017,WH_017_AMBIENT_195,SKU_01162,BATCH_0004894,2026-03-08,2027-03-08,2026-03-16,153,0,good,285
INV_0004895,WH_001,WH_001_AMBIENT_030,SKU_02355,BATCH_0004895,2025-09-17,2027-03-27,2025-09-21,27,0,good,304
INV_0004896,WH_023,WH_023_AMBIENT_124,SKU_01292,BATCH_0004896,2026-01-24,2027-04-29,2026-02-02,3,0,good,337
INV_0004897,WH_004,WH_004_COOL_189,SKU_01142,BATCH_0004897,2025-05-20,2026-09-20,2025-06-02,32,0,good,116
INV_0004898,WH_022,WH_022_AMBIENT_121,SKU_00924,BATCH_0004898,2026-01-18,2027-01-18,2026-01-21,54,0,good,236
INV_0004899,WH_028,WH_028_COOL_169,SKU_00023,BATCH_0004899,2024-10-09,2026-10-09,2024-10-16,9,2,good,135
INV_0004900,WH_024,WH_024_FROZEN_069,SKU_02646,BATCH_0004900,2025-06-21,2027-06-21,2025-06-22,4,0,good,390
INV_0004901,WH_022,WH_022_AMBIENT_037,SKU_00940,BATCH_0004901,2026-05-19,2028-10-21,2026-05-24,17,0,good,878
INV_0004902,WH_004,WH_004_COOL_050,SKU_00959,BATCH_0004902,2026-01-02,2028-01-02,2026-01-05,2,0,good,585
INV_0004903,WH_029,WH_029_COLD_146,SKU_01580,BATCH_0004903,2026-03-16,2027-03-16,2026-03-21,23,0,good,293
INV_0004904,WH_022,WH_022_AMBIENT_056,SKU_02585,BATCH_0004904,2025-10-31,2028-10-09,2025-11-12,18,2,good,866
INV_0004905,WH_012,WH_012_COLD_036,SKU_01937,BATCH_0004905,2025-09-25,2026-09-25,2025-10-01,28,0,good,121
INV_0004906,WH_003,WH_003_AMBIENT_138,SKU_00758,BATCH_0004906,2026-05-02,2029-03-25,2026-05-03,12,0,good,1033
INV_0004907,WH_019,WH_019_FROZEN_141,SKU_01778,BATCH_0004907,2026-03-07,2026-09-15,2026-03-08,20,5,good,111
INV_0004908,WH_022,WH_022_AMBIENT_155,SKU_01461,BATCH_0004908,2026-02-20,2027-02-20,2026-02-23,8,0,good,269
INV_0004909,WH_008,WH_008_AMBIENT_188,SKU_01115,BATCH_0004909,2026-04-15,2027-05-26,2026-04-22,17,0,good,364
INV_0004910,WH_019,WH_019_COOL_150,SKU_00364,BATCH_0004910,2025-03-31,2027-03-31,2025-04-04,51,0,good,308
INV_0004911,WH_016,WH_016_AMBIENT_068,SKU_01246,BATCH_0004911,2025-02-10,2027-04-26,2025-02-20,3,0,good,334
INV_0004912,WH_022,WH_022_AMBIENT_130,SKU_00506,BATCH_0004912,2024-09-15,2026-08-07,2024-09-24,126,0,good,72
INV_0004913,WH_011,WH_011_COLD_054,SKU_01169,BATCH_0004913,2026-03-12,2027-03-12,2026-03-14,16,2,good,289
INV_0004914,WH_024,WH_024_COOL_052,SKU_00810,BATCH_0004914,2025-11-11,2027-11-11,2025-11-21,31,0,good,533
INV_0004915,WH_015,WH_015_COOL_010,SKU_01129,BATCH_0004915,2025-12-30,2027-12-30,2026-01-02,12,0,good,582
INV_0004916,WH_009,WH_009_COOL_020,SKU_00211,BATCH_0004916,2025-09-21,2027-09-21,2025-10-02,98,0,good,482
INV_0004917,WH_023,WH_023_COOL_109,SKU_00486,BATCH_0004917,2025-09-21,2027-04-13,2025-10-04,4,0,good,321
INV_0004918,WH_021,WH_021_AMBIENT_046,SKU_02442,BATCH_0004918,2025-10-17,2027-01-04,2025-10-24,63,0,good,222
INV_0004919,WH_004,WH_004_COOL_036,SKU_02142,BATCH_0004919,2025-04-15,2026-10-10,2025-04-27,34,0,good,136
INV_0004920,WH_001,WH_001_AMBIENT_003,SKU_02749,BATCH_0004920,2024-11-11,2027-04-30,2024-11-16,113,2,good,338
INV_0004921,WH_007,WH_007_AMBIENT_067,SKU_00637,BATCH_0004921,2025-07-08,2027-09-09,2025-07-16,25,0,good,470
INV_0004922,WH_026,WH_026_AMBIENT_196,SKU_00374,BATCH_0004922,2025-04-26,2027-05-08,2025-05-08,92,0,good,346
INV_0004923,WH_015,WH_015_COOL_045,SKU_01233,BATCH_0004923,2025-03-25,2027-03-25,2025-03-28,2,0,good,302
INV_0004924,WH_016,WH_016_AMBIENT_179,SKU_02789,BATCH_0004924,2023-12-12,2026-12-02,2023-12-16,25,0,good,189
INV_0004925,WH_025,WH_025_AMBIENT_077,SKU_02460,BATCH_0004925,2026-04-06,2027-04-06,2026-04-15,2,0,good,314
INV_0004926,WH_007,WH_007_COOL_149,SKU_02393,BATCH_0004926,2025-11-02,2026-09-04,2025-11-11,62,0,good,100
INV_0004927,WH_019,WH_019_AMBIENT_183,SKU_00067,BATCH_0004927,2024-09-17,2026-09-23,2024-09-23,58,0,good,119
INV_0004928,WH_011,WH_011_COLD_176,SKU_01548,BATCH_0004928,2025-10-25,2026-10-25,2025-11-07,22,0,good,151
INV_0004929,WH_008,WH_008_COOL_008,SKU_02580,BATCH_0004929,2025-08-14,2026-10-24,2025-08-15,6,0,good,150
INV_0004930,WH_027,WH_027_AMBIENT_018,SKU_02936,BATCH_0004930,2025-03-13,2027-03-14,2025-03-24,33,0,good,291
INV_0004931,WH_027,WH_027_COLD_054,SKU_01754,BATCH_0004931,2026-05-03,2027-05-03,2026-05-10,50,0,good,341
INV_0004932,WH_016,WH_016_AMBIENT_036,SKU_01985,BATCH_0004932,2026-01-24,2027-06-27,2026-02-06,20,0,good,396
INV_0004933,WH_028,WH_028_AMBIENT_171,SKU_00646,BATCH_0004933,2026-04-04,2027-06-01,2026-04-14,23,0,good,370
INV_0004934,WH_013,WH_013_AMBIENT_039,SKU_01904,BATCH_0004934,2025-09-14,2026-09-14,2025-09-17,12,0,good,110
INV_0004935,WH_013,WH_013_COLD_088,SKU_01625,BATCH_0004935,2025-10-12,2026-08-28,2025-10-18,66,13,good,93
INV_0004936,WH_022,WH_022_COOL_181,SKU_00207,BATCH_0004936,2025-11-11,2026-11-17,2025-11-17,11,4,good,174
INV_0004937,WH_028,WH_028_COOL_195,SKU_00737,BATCH_0004937,2024-12-09,2026-12-09,2024-12-18,164,0,good,196
INV_0004938,WH_029,WH_029_AMBIENT_145,SKU_00368,BATCH_0004938,2026-03-31,2027-03-31,2026-04-04,20,1,good,308
INV_0004939,WH_027,WH_027_AMBIENT_021,SKU_02419,BATCH_0004939,2025-12-20,2027-02-28,2026-01-02,44,6,good,277
INV_0004940,WH_002,WH_002_AMBIENT_001,SKU_00645,BATCH_0004940,2025-11-17,2026-11-17,2025-11-21,17,0,good,174
INV_0004941,WH_002,WH_002_COOL_058,SKU_00882,BATCH_0004941,2025-06-10,2026-11-13,2025-06-14,19,0,good,170
INV_0004942,WH_022,WH_022_COOL_075,SKU_01361,BATCH_0004942,2025-10-19,2027-06-12,2025-10-20,9,0,good,381
INV_0004943,WH_017,WH_017_COLD_060,SKU_01392,BATCH_0004943,2026-01-23,2026-06-27,2026-02-03,5,0,good,31
INV_0004944,WH_007,WH_007_AMBIENT_173,SKU_00195,BATCH_0004944,2025-07-01,2027-10-01,2025-07-10,21,0,good,492
INV_0004945,WH_029,WH_029_FROZEN_036,SKU_00591,BATCH_0004945,2025-12-08,2027-12-08,2025-12-20,38,0,good,560
INV_0004946,WH_022,WH_022_AMBIENT_059,SKU_00297,BATCH_0004946,2025-11-12,2027-05-31,2025-11-14,40,0,good,369
INV_0004947,WH_023,WH_023_COOL_004,SKU_01306,BATCH_0004947,2025-05-30,2027-05-20,2025-06-08,5,0,good,358
INV_0004948,WH_026,WH_026_AMBIENT_135,SKU_02194,BATCH_0004948,2026-03-12,2028-10-06,2026-03-21,15,0,good,863
INV_0004949,WH_010,WH_010_COLD_196,SKU_02613,BATCH_0004949,2026-02-05,2027-02-05,2026-02-11,9,0,good,254
INV_0004950,WH_022,WH_022_COOL_051,SKU_02444,BATCH_0004950,2026-05-05,2026-12-18,2026-05-09,44,0,good,205
INV_0004951,WH_011,WH_011_COOL_107,SKU_00044,BATCH_0004951,2025-12-27,2027-11-09,2026-01-08,19,1,good,531
INV_0004952,WH_013,WH_013_AMBIENT_107,SKU_01105,BATCH_0004952,2026-03-02,2027-03-05,2026-03-14,47,9,good,282
INV_0004953,WH_014,WH_014_COOL_017,SKU_00261,BATCH_0004953,2026-04-26,2027-05-11,2026-05-06,40,6,good,349
INV_0004954,WH_030,WH_030_AMBIENT_099,SKU_00951,BATCH_0004954,2026-03-29,2027-03-29,2026-03-30,15,0,good,306
INV_0004955,WH_004,WH_004_AMBIENT_041,SKU_00769,BATCH_0004955,2026-01-22,2027-01-22,2026-01-31,16,0,good,240
INV_0004956,WH_011,WH_011_AMBIENT_106,SKU_00191,BATCH_0004956,2026-01-11,2028-07-31,2026-01-13,12,0,good,796
INV_0004957,WH_017,WH_017_COOL_140,SKU_02813,BATCH_0004957,2026-01-25,2026-07-24,2026-01-28,10,3,good,58
INV_0004958,WH_009,WH_009_AMBIENT_063,SKU_02724,BATCH_0004958,2025-09-10,2026-09-10,2025-09-19,101,0,good,106
INV_0004959,WH_015,WH_015_AMBIENT_071,SKU_02602,BATCH_0004959,2025-08-15,2026-10-15,2025-08-18,5,0,good,141
INV_0004960,WH_025,WH_025_AMBIENT_176,SKU_02762,BATCH_0004960,2025-10-23,2028-06-13,2025-11-01,4,0,good,748
INV_0004961,WH_009,WH_009_COLD_031,SKU_01906,BATCH_0004961,2025-12-25,2026-12-25,2025-12-26,2,0,good,212
INV_0004962,WH_025,WH_025_COOL_051,SKU_00811,BATCH_0004962,2025-06-22,2027-04-11,2025-06-28,66,14,good,319
INV_0004963,WH_023,WH_023_FROZEN_129,SKU_01257,BATCH_0004963,2024-08-21,2026-08-21,2024-08-23,25,0,good,86
INV_0004964,WH_021,WH_021_AMBIENT_139,SKU_01419,BATCH_0004964,2025-12-04,2027-12-10,2025-12-17,3,0,good,562
INV_0004965,WH_008,WH_008_AMBIENT_053,SKU_02304,BATCH_0004965,2026-02-03,2028-01-25,2026-02-09,8,0,good,608
INV_0004966,WH_015,WH_015_COOL_048,SKU_01571,BATCH_0004966,2025-11-19,2027-11-19,2025-11-24,10,0,good,541
INV_0004967,WH_010,WH_010_AMBIENT_101,SKU_01695,BATCH_0004967,2026-05-01,2028-12-04,2026-05-12,4,0,good,922
INV_0004968,WH_021,WH_021_COOL_195,SKU_01137,BATCH_0004968,2026-02-06,2027-01-25,2026-02-17,7,0,good,243
INV_0004969,WH_001,WH_001_AMBIENT_127,SKU_02326,BATCH_0004969,2025-06-09,2027-07-03,2025-06-12,12,0,good,402
INV_0004970,WH_003,WH_003_AMBIENT_097,SKU_01052,BATCH_0004970,2026-05-05,2027-10-30,2026-05-07,8,2,good,521
INV_0004971,WH_017,WH_017_AMBIENT_111,SKU_01278,BATCH_0004971,2025-03-30,2027-04-20,2025-04-10,53,0,good,328
INV_0004972,WH_027,WH_027_AMBIENT_152,SKU_00004,BATCH_0004972,2025-11-17,2027-04-24,2025-11-23,2,0,good,332
INV_0004973,WH_027,WH_027_AMBIENT_192,SKU_01603,BATCH_0004973,2024-11-28,2026-08-17,2024-12-09,67,0,good,82
INV_0004974,WH_010,WH_010_AMBIENT_160,SKU_02223,BATCH_0004974,2025-06-25,2026-08-08,2025-06-29,59,0,good,73
INV_0004975,WH_028,WH_028_AMBIENT_150,SKU_01014,BATCH_0004975,2025-05-22,2027-10-05,2025-05-27,9,0,good,496
INV_0004976,WH_003,WH_003_COOL_151,SKU_01568,BATCH_0004976,2024-11-12,2026-10-22,2024-11-20,3,0,good,148
INV_0004977,WH_013,WH_013_COOL_079,SKU_00486,BATCH_0004977,2025-11-04,2027-05-27,2025-11-09,72,0,good,365
INV_0004978,WH_027,WH_027_AMBIENT_008,SKU_01915,BATCH_0004978,2025-11-11,2026-11-11,2025-11-13,29,6,good,168
INV_0004979,WH_025,WH_025_AMBIENT_159,SKU_01818,BATCH_0004979,2026-03-20,2027-03-20,2026-03-26,58,0,good,297
INV_0004980,WH_016,WH_016_AMBIENT_059,SKU_02735,BATCH_0004980,2025-10-20,2026-11-09,2025-10-25,505,32,good,166
INV_0004981,WH_007,WH_007_COLD_193,SKU_00652,BATCH_0004981,2025-11-22,2026-11-22,2025-11-24,16,0,good,179
INV_0004982,WH_003,WH_003_AMBIENT_063,SKU_02756,BATCH_0004982,2025-06-29,2027-02-03,2025-07-04,28,0,good,252
INV_0004983,WH_007,WH_007_COLD_071,SKU_01528,BATCH_0004983,2025-11-26,2026-08-30,2025-12-01,5,0,good,95
INV_0004984,WH_013,WH_013_COOL_003,SKU_00280,BATCH_0004984,2025-09-13,2027-09-13,2025-09-14,17,0,good,474
INV_0004985,WH_023,WH_023_COOL_137,SKU_02887,BATCH_0004985,2026-01-24,2027-07-07,2026-01-29,90,0,good,406
INV_0004986,WH_027,WH_027_COOL_145,SKU_00638,BATCH_0004986,2025-01-29,2027-01-29,2025-02-03,7,0,good,247
INV_0004987,WH_013,WH_013_AMBIENT_073,SKU_00904,BATCH_0004987,2025-11-01,2027-11-01,2025-11-09,22,0,good,523
INV_0004988,WH_025,WH_025_COOL_099,SKU_02401,BATCH_0004988,2025-02-07,2027-01-18,2025-02-09,3,0,good,236
INV_0004989,WH_021,WH_021_AMBIENT_189,SKU_01303,BATCH_0004989,2024-09-25,2027-04-12,2024-09-29,104,27,good,320
INV_0004990,WH_001,WH_001_AMBIENT_176,SKU_01641,BATCH_0004990,2025-03-23,2026-08-21,2025-03-27,26,0,good,86
INV_0004991,WH_008,WH_008_AMBIENT_105,SKU_02951,BATCH_0004991,2025-07-01,2027-10-22,2025-07-03,13,0,good,513
INV_0004992,WH_003,WH_003_COOL_132,SKU_01645,BATCH_0004992,2025-11-18,2027-01-05,2025-11-20,14,2,good,223
INV_0004993,WH_025,WH_025_AMBIENT_155,SKU_00481,BATCH_0004993,2025-09-21,2027-03-11,2025-09-24,18,0,good,288
INV_0004994,WH_020,WH_020_COOL_095,SKU_01657,BATCH_0004994,2025-04-21,2027-04-21,2025-05-04,20,0,good,329
INV_0004995,WH_004,WH_004_COOL_134,SKU_01587,BATCH_0004995,2025-05-21,2027-05-21,2025-05-26,68,0,good,359
INV_0004996,WH_011,WH_011_AMBIENT_016,SKU_00490,BATCH_0004996,2025-11-22,2026-11-22,2025-11-24,1,0,good,179
